energy_au,total_recorded_SI,n1_l0_m+0,n2_l0_m+0,n2_l1_m-1,n2_l1_m+0,n2_l1_m+1,n3_l0_m+0,n3_l1_m-1,n3_l1_m+0,n3_l1_m+1,n3_l2_m-2,n3_l2_m-1,n3_l2_m+0,n3_l2_m+1,n3_l2_m+2
2.610000000000000098e-01,3.504784588172807913e-01,5.125377890563503718e-05,1.803089200678871223e-06,1.162405598779814567e-07,7.300707086433504596e-06,3.504179849564611482e-01,7.062443295923599447e-14,3.044581991348700718e-14,3.076705974243612298e-11,1.409644787689333298e-11,3.473667636229109910e-15,8.855675269204516239e-15,4.266728492211115515e-14,1.129207364147682713e-14,3.615303887282334547e-14
2.615000000000000102e-01,3.924367384685851223e-01,5.741771122438997234e-05,1.904361366053152131e-06,1.128579793240381652e-07,7.532658353335919623e-06,3.923697708278024998e-01,8.052851672643273850e-14,3.123530436376363107e-14,3.578356581082172119e-11,1.585135117941639259e-11,3.195765804309750875e-15,8.104521208103706159e-15,4.212893439455568791e-14,1.234612701399541389e-14,4.702528135937997440e-14
2.620000000000000107e-01,4.378602208919785688e-01,6.411611705788651701e-05,2.008352064730443816e-06,1.094790068692146944e-07,7.659837650736855041e-06,4.377863270463469014e-01,9.053375013996107791e-14,3.194947554104353859e-14,4.185766669920481954e-11,1.774525311753813852e-11,2.986627300367262350e-15,7.497666010810751933e-15,4.315405193059016148e-14,1.365361049340682886e-14,5.872832482654994489e-14
2.625000000000000111e-01,4.868937765215770042e-01,7.135349576766901632e-05,2.114735016359486522e-06,1.061139796312380125e-07,7.589935782507761047e-06,4.868126121725737665e-01,9.902716383671271064e-14,3.250383110915714321e-14,4.841602668451939537e-11,1.976926944701266622e-11,2.833883872699639301e-15,7.046975141986014980e-15,4.557872476408675618e-14,1.494046785878909375e-14,6.983341136882762673e-14
2.630000000000000115e-01,5.396783132548576001e-01,7.912801219114192733e-05,2.223022625192929492e-06,1.027772468933123527e-07,7.295052536820068951e-06,5.395895643132919695e-01,1.044859395917247517e-13,3.282516324892653909e-14,5.476108847850678939e-11,2.191426410657313370e-11,2.714932935391923832e-15,6.722460829706269053e-15,4.873849385692524006e-14,1.587694805583968772e-14,7.881246929945654528e-14
2.635000000000000120e-01,5.963500109479019651e-01,8.743930012539304466e-05,2.332697380890703791e-06,9.948301208672370193e-08,6.827590351351853155e-06,5.962533117922306225e-01,1.057893668847502144e-13,3.286245057489365490e-14,6.032806158280849110e-11,2.417372395935072588e-11,2.604281989845041907e-15,6.467786822864958913e-15,5.165604473354337530e-14,1.614880933569580049e-14,8.432447429673378114e-14
2.640000000000000124e-01,6.570395348614321840e-01,9.629618145551524662e-05,2.443354235422903945e-06,9.624160603898675201e-08,6.307367833468571479e-06,6.569343916245384829e-01,1.025181126274408425e-13,3.259986274888830158e-14,6.491855054040646164e-11,2.654670645603327288e-11,2.480492769047865492e-15,6.222737968280059377e-15,5.333791298485682415e-14,1.553807596888072330e-14,8.552292574704705685e-14
2.645000000000000129e-01,7.218712103169931948e-01,1.057213172303251246e-04,2.554802162734196394e-06,9.305735219443981816e-08,5.882598441685605378e-06,7.217569584436620556e-01,9.517984851155412709e-14,3.206968299611824539e-14,6.881888856495224052e-11,2.904029043408068808e-11,2.330989807600036312e-15,5.943983700490988729e-15,5.308790935106490244e-14,1.399459145153318649e-14,8.232981020792057109e-14
2.650000000000000133e-01,7.909621500395334071e-01,1.157507218715591050e-04,2.667087940936479766e-06,8.992857185581830981e-08,5.677404540534226228e-06,7.908379647919288047e-01,8.529874502627903184e-14,3.136130007370906562e-14,7.274648472403304518e-11,3.167093590719128166e-11,2.153968329313993223e-15,5.617383288410566740e-15,5.073957696947596815e-14,1.168091574426136318e-14,7.561724846120877838e-14
2.655000000000000138e-01,8.644213403995977263e-01,1.264278484000839922e-04,2.780434255782789257e-06,8.684951282071404880e-08,5.744469885117087628e-06,8.642863006852157248e-01,7.531956939735748932e-14,3.062185942387746856e-14,7.762783709208120904e-11,3.446424762684423970e-11,1.957558151881587225e-15,5.259128525632583808e-15,4.673583976542699326e-14,8.978216175663271169e-15,6.724363967744871052e-14
2.660000000000000142e-01,9.423487079585438631e-01,1.377939790192695844e-04,2.895116399435571777e-06,8.381334781112736513e-08,6.040768251735593020e-06,9.422018941595828867e-01,6.830584993626982447e-14,3.004506293919823117e-14,8.427633264306343760e-11,3.745284417095806773e-11,1.756990245097337088e-15,4.907298225390108491e-15,4.203170762977048133e-14,6.448049297693883131e-15,5.990744501484282158e-14
2.665000000000000147e-01,1.024834197759283638e+00,1.498781796431965761e-04,3.011324639049712352e-06,8.081510046001810596e-08,6.436878708906496774e-06,1.024674790427234639e+00,6.745186156707159371e-14,2.984683856175196059e-14,9.308217740170312613e-11,4.067234138452411105e-11,1.570701425089930738e-15,4.608242440126321548e-15,3.784937351935499903e-14,4.752636474430975398e-15,5.680813781762787373e-14
2.670000000000000151e-01,1.111956895622612906e+00,1.626904849866826525e-04,3.129063854643734657e-06,7.785349748977946933e-08,6.758586111298048116e-06,1.111784239485962722e+00,7.547203611829616013e-14,3.022961694180255081e-14,1.038321373732349343e-10,4.415582573643340597e-11,1.416216686080378902e-15,4.402847668020533980e-15,3.535721660593738654e-14,4.543225853055993728e-15,6.113776450296489316e-14
2.675000000000000155e-01,1.203784217400239775e+00,1.762210400106356523e-04,3.248126587910323106e-06,7.493123363661647275e-08,6.847432343283110579e-06,1.203597825706150815e+00,9.396873656943515784e-14,3.134000455357698842e-14,1.157379408627987309e-10,4.792756122196032421e-11,1.306460666056676827e-15,4.316449939366338180e-15,3.536281571777960720e-14,6.331877963979125858e-15,7.546355945366837596e-14
2.680000000000000160e-01,1.300371171509656865e+00,1.904458961040423389e-04,3.368146429198650995e-06,7.205376443241178410e-08,6.619108569632569214e-06,1.300170666124800700e+00,1.229007833250487633e-13,3.322703264843969326e-14,1.276803498659389420e-10,5.199697476352570340e-11,1.247014676357247681e-15,4.353994979034496834e-15,3.810121240327418225e-14,1.036635235933353055e-14,1.010960585882138273e-13
2.684999999999999609e-01,1.401759682839077037e+00,2.053377358172879758e-04,3.488707390834252562e-06,6.922726633737663802e-08,6.098189037664760194e-06,1.401544688784216230e+00,1.602745290742114082e-13,3.580941634834833379e-14,1.385956415354357447e-10,5.635413235381175212e-11,1.234775680202311177e-15,4.500152949326729136e-15,4.316844099150896986e-14,1.653046600108820651e-14,1.375611630605633588e-13
2.690000000000000169e-01,1.507977952905592112e+00,2.208778608151607090e-04,3.609464023527756965e-06,6.645663663734209342e-08,5.415237615492164279e-06,1.507747983677158343e+00,2.021551684975832985e-13,3.886017525753102429e-14,1.478722117991201055e-10,6.096789618271424294e-11,1.258396024851647038e-15,4.723182466227912402e-15,4.960830268494571514e-14,2.429268653177537935e-14,1.823018078579274569e-13
2.694999999999999618e-01,1.619039828146410676e+00,2.370650786362508934e-04,3.730224703034969987e-06,6.374428533473300111e-08,4.765382682530707442e-06,1.618794203494093864e+00,2.430515433417080540e-13,4.201554041516236284e-14,1.556110535936583490e-10,6.578770896134582616e-11,1.300660683305270388e-15,4.981384879755336770e-15,5.612105785910349473e-14,3.272277817613434800e-14,2.307200264604830088e-13
2.700000000000000178e-01,1.734944157115188235e+00,2.539180002283101048e-04,3.850967333973447572e-06,6.109007693114478551e-08,4.341497215406937095e-06,1.734681985326234077e+00,2.766696065765535245e-13,4.481237535350771450e-14,1.626435230784208238e-10,7.074948393319381830e-11,1.342534802834547300e-15,5.231403643044670888e-15,6.133710513800078129e-14,4.058904092239168386e-14,2.766309341405505267e-13
2.704999999999999627e-01,1.855674135525563928e+00,2.714694785093609182e-04,3.971785478989239482e-06,5.849228993722906013e-08,4.265008087531531851e-06,1.855394370514356517e+00,2.969661995985565092e-13,4.675445231184345855e-14,1.702820612638160987e-10,7.578542260439164878e-11,1.368068060606932537e-15,5.437694450075745044e-15,6.409196693778905382e-14,4.653677305592073726e-14,3.131381866729713843e-13
2.710000000000000187e-01,1.981196659364734547e+00,2.897547318223428828e-04,4.092791613272685295e-06,5.594907648270974788e-08,4.539267529881899522e-06,1.980898216363178754e+00,2.993741384082254618e-13,4.740297470119980968e-14,1.798766086428620861e-10,8.083681035170588326e-11,1.368880548902260971e-15,5.581880752889402408e-15,6.364950501807833765e-14,4.933299834563597833e-14,3.338621498946517355e-13
2.714999999999999636e-01,2.111461723029353088e+00,3.087970968429696564e-04,4.214020982835730880e-06,5.345976503634833920e-08,5.043305880884596110e-06,2.111143614866909157e+00,2.820192654694098956e-13,4.648103940480670951e-14,1.923261516087819549e-10,8.586806142648708127e-11,1.346823775274381376e-15,5.669701820167360270e-15,5.984156566162100131e-14,4.814562857880239240e-14,3.343681619286989227e-13
2.720000000000000195e-01,2.246401905238013974e+00,3.285964353714904964e-04,4.335377632220641276e-06,5.102548723775595605e-08,5.569882909001101534e-06,2.246063352217305464e+00,2.467168708544129528e-13,4.397596875838145856e-14,2.077213073098291768e-10,9.087963473712694162e-11,1.313769017444404068e-15,5.732636723890877937e-15,5.311537633245507039e-14,4.281057482319677057e-14,3.135671968527029217e-13
2.724999999999999645e-01,2.385931977620459055e+00,3.491245134801583224e-04,4.456644647311159768e-06,4.864894280517844448e-08,5.895881682691171260e-06,2.385572451609931477e+00,1.995253553255821751e-13,4.021875392940570364e-14,2.252570611460248132e-10,9.591706698074373621e-11,1.288293880108511729e-15,5.821868635946777768e-15,4.449735113766841761e-14,3.403167678568156460e-14,2.748109447188878060e-13
2.730000000000000204e-01,2.529948651502806900e+00,3.703293514938403521e-04,4.577552001497762158e-06,4.633349104811680810e-08,5.860963572072831149e-06,2.529567836957231641e+00,1.506559859413845191e-13,3.591775144750023791e-14,2.434644223305706717e-10,1.010734071909891811e-10,1.290074613301953269e-15,5.994361385144812371e-15,3.548954086243180521e-14,2.345881259699904472e-14,2.263930352818213765e-13
2.734999999999999654e-01,2.678330453889289586e+00,3.921473839469695119e-04,4.697869892205388547e-06,4.408201737382099045e-08,5.426575748145019206e-06,2.677928137610130044e+00,1.135952862921244764e-13,3.212583070045007424e-14,2.606960212300333827e-10,1.064828873502099275e-10,1.333668739581943228e-15,6.293946589868508197e-15,2.791335658649661928e-14,1.360079449788778139e-14,1.812094669509056832e-13
2.740000000000000213e-01,2.830937702514995546e+00,4.145193884491237446e-04,4.817484056810922039e-06,4.189607297681282398e-08,4.693544278981328261e-06,2.830513629813800947e+00,1.033945692817441141e-13,3.012751617204897234e-14,2.757041148717244680e-10,1.123047636723927787e-10,1.423724960318234066e-15,6.733214108771382725e-15,2.370872115828489708e-14,7.551324819111130193e-15,1.554294091383402516e-13
2.744999999999999662e-01,2.987612539752229068e+00,4.374046059356698733e-04,4.936417234021321003e-06,3.977562499785043009e-08,3.870683398387472018e-06,2.987166287862858649e+00,1.342172070754633802e-13,3.124547676013799981e-14,2.881066000293325510e-10,1.186978588925895888e-10,1.553292894322193467e-15,7.283176674257263750e-15,2.469152531794738073e-14,8.536174960769964450e-15,1.661786808134084038e-13
2.750000000000000222e-01,3.148178990038052572e+00,4.607878987451936013e-04,5.054784545661454408e-06,3.771946901138077678e-08,3.204199547533505300e-06,3.147709905010848352e+00,2.163974464598190545e-13,3.658281107642152414e-14,2.985661420721725863e-10,1.257882674366028334e-10,1.705902940134623289e-15,7.876143710677646060e-15,3.227358633516717833e-14,1.932418575629788891e-14,2.284282003087554004e-13
2.754999999999999671e-01,3.312443024037885486e+00,4.846771015759270668e-04,5.172700116086672263e-06,3.572607557897793533e-08,2.891977579664678287e-06,3.311950246089450545e+00,3.534332052588247953e-13,4.673635381103216134e-14,3.086024297177071609e-10,1.336346850891626431e-10,1.860786219223951675e-15,8.423070377396580484e-15,4.715992811118553159e-14,4.157906879289929419e-14,3.514837862870433303e-13
2.760000000000000231e-01,3.480192638671345762e+00,5.090911467079315376e-04,5.290175030944346899e-06,3.379448357337968017e-08,3.012855980848594846e-06,3.479675210235566141e+00,5.394774907072320773e-13,6.153293573885439324e-14,3.200864823688989800e-10,1.421975363885880841e-10,1.999484676326163384e-15,8.841158702315790835e-15,6.905701862336314279e-14,7.525821808660709972e-14,5.356580848458362800e-13
2.764999999999999680e-01,3.651197986232219250e+00,5.340428864107950053e-04,5.407052724315899563e-06,3.192486973348428061e-08,3.496354157053901507e-06,3.650655007526321327e+00,7.579706741970067830e-13,7.985092578518692059e-14,3.345834559844245779e-10,1.513190926913325272e-10,2.111592268587087057e-15,9.082810263568467249e-15,9.644774019611222050e-14,1.181834881646121078e-13,7.698308384861166638e-13
2.770000000000000240e-01,3.825211599321785894e+00,5.595225784778993855e-04,5.523013984348146007e-06,3.011859262452933870e-08,4.144440705537567166e-06,3.824642378654114605e+00,9.820311027160397015e-13,9.958959526283904909e-14,3.527731087877838849e-10,1.607217124963874098e-10,2.197676539822497302e-15,9.155265893153368243e-15,1.265067654291635855e-13,1.659117992477035434e-13,1.030630893455691049e-12
2.774999999999999689e-01,4.001968755872387540e+00,5.854879631169265840e-04,5.637655281880351121e-06,2.837774459366731273e-08,4.698628275418071293e-06,4.001372902700820688e+00,1.177065961837412218e-12,1.178362624495359181e-13,3.741596327324079686e-10,1.700298950400231378e-10,2.268449722009852382e-15,9.122549376172341192e-15,1.552352213379965034e-13,2.120155226304507442e-13,1.283869864391185481e-12
2.780000000000000249e-01,4.181188010429932156e+00,6.118646890637321209e-04,5.750612682029006322e-06,2.670444237387006342e-08,4.929441903492552877e-06,4.180565438402470413e+00,1.305767851587482955e-12,1.312551795163905235e-13,3.971877065085557146e-10,1.788188915908863592e-10,2.340607322943857788e-15,9.087211448400501818e-15,1.778788737868298245e-13,2.488401710338207048e-13,1.488605423124349422e-12
2.784999999999999698e-01,4.362571889921171397e+00,6.385572630525134658e-04,5.861682404808152700e-06,2.510016725037638469e-08,4.716996937454929655e-06,4.361922728268634586e+00,1.335240904198873790e-12,1.366844992476975111e-13,4.197404898461560396e-10,1.866882816228757255e-10,2.430920161900212919e-15,9.156843852822403119e-15,1.896557502413868345e-13,2.687389213911878532e-13,1.603815785985092134e-12
2.790000000000000258e-01,4.545807723866701622e+00,6.654669507587325679e-04,5.970887457392379125e-06,2.356540822825893885e-08,4.094139787049283679e-06,4.545132167686641189e+00,1.245498786600902739e-12,1.318826461868824411e-13,4.398570977827354145e-10,1.933535968409787523e-10,2.550717636715694562e-15,9.406542798636733471e-15,1.867583724551884632e-13,2.656932391136270760e-13,1.597157508147253246e-12
2.794999999999999707e-01,4.730568560240936193e+00,6.925104922051281316e-04,6.078459092792890347e-06,2.209970638716108991e-08,3.236524899932044201e-06,4.729866712006840501e+00,1.038069475434972136e-12,1.163194036407820105e-13,4.564219895873515786e-10,1.987434650714386073e-10,2.702646021565167654e-15,9.850861450798251337e-15,1.675197490641959259e-13,2.371254918380321888e-13,1.454717112766355827e-12
2.800000000000000266e-01,4.916514115624584846e+00,7.196330611714116992e-04,6.184734935257793248e-06,2.070202309955337684e-08,2.402622065195247847e-06,4.915785873829369379e+00,7.430242246451348865e-13,9.186794776576193571e-14,4.695794512503481981e-10,2.030848043866393328e-10,2.880652566781579947e-15,1.043608494988259902e-14,1.335538938174334180e-13,1.856084881467350687e-13,1.190141704240524232e-12
2.804999999999999716e-01,5.103291722980529244e+00,7.468108012759475979e-04,6.290009365812192689e-06,1.937123651746884966e-08,1.844372762063679677e-06,5.102536757736657158e+00,4.225270268735300765e-13,6.323055717620994916e-14,4.807158009281217477e-10,2.069554431435464046e-10,3.072919149037193689e-15,1.105663386983315361e-14,9.061814980328089925e-14,1.200994119548472608e-13,8.511526548505780023e-13
2.810000000000000275e-01,5.290537267310608804e+00,7.740418794823128749e-04,6.394392474866583044e-06,1.810655306390998026e-08,1.719710017424920266e-06,5.289755092517948398e+00,1.690770050719216228e-13,3.793112889637001959e-14,4.920009585274922538e-10,2.112833067652164111e-10,3.266430505233287880e-15,1.159057072725148158e-14,4.891500450379725596e-14,5.629553985641522880e-14,5.213245617515612388e-13
2.814999999999999725e-01,5.477876129148686601e+00,8.013290534346595136e-04,6.497732814402013994e-06,1.690769710833683177e-08,2.037636799622586960e-06,5.477066247094536600e+00,9.706649832661751683e-14,2.573874299619709255e-14,5.056379463858407894e-10,2.172749565993378046e-10,3.451395605156016214e-15,1.194190671832930444e-14,2.257254856496458310e-14,1.574889135600120723e-14,3.152526152939844625e-13
2.820000000000000284e-01,5.664924177767375113e+00,8.286598105952127334e-04,6.599636172049390298e-06,1.577486442120098032e-08,2.655161080087248060e-06,5.664086246634523647e+00,3.271359341581483553e-13,3.745225144984500230e-14,5.230775737927905587e-10,2.262643629772744735e-10,3.623983262041019402e-15,1.207455937112600471e-14,2.812669424946531908e-14,2.350239940481159513e-14,3.659065988008402536e-13
2.824999999999999734e-01,5.851288862141656111e+00,8.559910948001208351e-04,6.699576292602424401e-06,1.470853009137015899e-08,3.327140339504203759e-06,5.850422828835680988e+00,9.640461185705233125e-13,8.307578338512957409e-14,5.444755316511378134e-10,2.394853175378818152e-10,3.786632402564261913e-15,1.202561921078690463e-14,8.197683365767313826e-14,1.042253126276722744e-13,8.040958843436700535e-13
2.830000000000000293e-01,6.036570435643080934e+00,8.832441161935144884e-04,6.797057980419401736e-06,1.370924210602217094e-08,3.791477440639714796e-06,6.035676588451386770e+00,2.070308813655280522e-12,1.695429825686503793e-13,5.685906838612149181e-10,2.577870337571657535e-10,3.946190807697674922e-15,1.189307710539508610e-14,1.969900508278045122e-13,2.771184441168759525e-13,1.731489963482990567e-12
2.834999999999999742e-01,6.220363324021790596e+00,9.103112515028997974e-04,6.891772284212656585e-06,1.277749758217302100e-08,3.859745494911394470e-06,6.219442247592436246e+00,3.639437248605056547e-12,2.982907670543716043e-13,5.931719151329280075e-10,2.813305532666512884e-10,4.110911926671299672e-15,1.180252444794804886e-14,3.786648526449734677e-13,5.502006117868370951e-13,3.190408750546484888e-12
2.840000000000000302e-01,6.402257614475409753e+00,9.370728016194702957e-04,6.983685754823505269e-06,1.191371830575312508e-08,3.481571266071924532e-06,6.401310063565297526e+00,5.574143818363190776e-12,4.631213517650530983e-13,6.157087863111683338e-10,3.093209745434988449e-10,4.287610016583821545e-15,1.186498975150309122e-14,6.214994754391955723e-13,9.149285897509422325e-13,5.135380517999514915e-12
2.844999999999999751e-01,6.581840617437134000e+00,9.634178822715250929e-04,7.073030336878598280e-06,1.111826578153075534e-08,2.760542066438829981e-06,6.580867353872057457e+00,7.675808036932173088e-12,6.488977602863208052e-13,6.342894662994779780e-10,3.398438871629466846e-10,4.479986860574606504e-15,1.214109910387569273e-14,9.063990829674948663e-13,1.342382062010848240e-12,7.412945834340202224e-12
2.849999999999999756e-01,6.758698441196173690e+00,9.892622279020855253e-04,7.160197840712431225e-06,1.039140783630090837e-08,1.916598856753473158e-06,6.757700090738780752e+00,9.651721022601022117e-12,8.316624044193174201e-13,6.482659143271356967e-10,3.698798883831159966e-10,4.688485528914875877e-15,1.262404221551308097e-14,1.200052992071197196e-12,1.782391752195761278e-12,9.756990232068562608e-12
2.854999999999999760e-01,6.932417526548815268e+00,1.014556733780150148e-03,7.245578690157640580e-06,9.733184736284516973e-09,1.208678479733519451e-06,6.931394504743051854e+00,1.114565744998602732e-11,9.807193123787351328e-13,6.584884615228068682e-10,3.955648201127250129e-10,4.911325364950055758e-15,1.324653357854690841e-14,1.457170877373629947e-12,2.166931996671626639e-12,1.180662965731517048e-11
2.859999999999999765e-01,7.102586111849126915e+00,1.039283790634302606e-03,7.329405018252206459e-06,9.143202116338006037e-09,8.450980048670141660e-07,7.101538643302431453e+00,1.179498045681339113e-11,1.063051584809258921e-12,6.670197216201099838e-10,4.127421310064845113e-10,5.145941206029352977e-15,1.390798998924144537e-14,1.626246684856350320e-12,2.418777311580962336e-12,1.315200821862429500e-11
2.864999999999999769e-01,7.268795629940259850e+00,1.063442744569880090e-03,7.411655542818590002e-06,8.620454641066617073e-09,9.130399197526819995e-07,7.267723852755619163e+00,1.131363823470060072e-11,1.050140730866341297e-12,6.764201114214154815e-10,4.178156097569785207e-10,5.390049922391404329e-15,1.451099321224781395e-14,1.659096495713648079e-12,2.465796561026404688e-12,1.341006876998328260e-11
2.869999999999999774e-01,7.430642066620484876e+00,1.087029631011600600e-03,7.492055367679478187e-06,8.163310794824724496e-09,1.351274577848209988e-06,7.429546184371856654e+00,9.595160000030045560e-12,9.268150910897848054e-13,6.888499124920797740e-10,4.088558415163981489e-10,5.641945066342124758e-15,1.499343933216094744e-14,1.523790261422453932e-12,2.260323486024931990e-12,1.232738555922568825e-11
2.874999999999999778e-01,7.587727325715466264e+00,1.110018335026784469e-03,7.570167639457964446e-06,7.769742124112624160e-09,1.974681600278906011e-06,7.586607753648843655e+00,6.823470324291734265e-12,7.012055031751301815e-13,7.053010430662866850e-10,3.868451743938039715e-10,5.900146602235113581e-15,1.534539771101121481e-14,1.219796366392289116e-12,1.801841588752394293e-12,9.900731732441362983e-12
2.879999999999999782e-01,7.739660643171076160e+00,1.132349814884873497e-03,7.645539966113179092e-06,7.437774108368832048e-09,2.540862112807130801e-06,7.738518098421778291e+00,3.572695311486186796e-12,4.142809356374414070e-13,7.252300890850956165e-10,3.568702953844592799e-10,6.162921601715090177e-15,1.560628944056011483e-14,7.932498120912006874e-13,1.159856720155135293e-12,6.498746962747256134e-12
2.884999999999999787e-01,7.886060072871634574e+00,1.153933178763972590e-03,7.717849597897936511e-06,7.166018165808219180e-09,2.834677046725260633e-06,7.884895578919640435e+00,8.711448270983064146e-13,1.468589857016721529e-13,7.467259849683015779e-10,3.289990796127322223e-10,6.428242480523585968e-15,1.584571392513968612e-14,3.493507379539118194e-13,4.924710519262054911e-13,2.960790534382510818e-12
2.889999999999999791e-01,8.026554037067334946e+00,1.174658239429310878e-03,7.786994306053256811e-06,6.954074041128242469e-09,2.740922303470268455e-06,8.025368842870538089e+00,2.006479745644859245e-13,2.154984110958269784e-14,7.671588492815155845e-10,3.185233521469317030e-10,6.694442699325842112e-15,1.613697512249590844e-14,5.815698424643489799e-14,5.505486610943845004e-14,6.430983311503015143e-13
2.894999999999999796e-01,8.160782904770023549e+00,1.194415163960725092e-03,7.853098738000525701e-06,6.802610676411598762e-09,2.280328262635319425e-06,8.159578348241792511e+00,3.401969902988955585e-12,1.969366213982365872e-13,7.840865064238723837e-10,3.452290003119686841e-10,6.961336095728398211e-15,1.653396113129094085e-14,1.496513934792728028e-13,1.928371385370101693e-13,1.379317199981142284e-12
2.899999999999999800e-01,8.288400542437750929e+00,1.213114396007000358e-03,7.916439217488622376e-06,6.713044198068057958e-09,1.597610057320432688e-06,8.287177906029068453e+00,1.246185947917662361e-11,8.515749464864626070e-13,7.961024246257543522e-10,4.313890746977368419e-10,7.231159582736107865e-15,1.705922053761391688e-14,8.941714865806213296e-13,1.311546626825407142e-12,7.324203184118106452e-12
2.904999999999999805e-01,8.409075779166036213e+00,1.230700002070103790e-03,7.977320296939820942e-06,6.686892911869025545e-09,9.073716398724999667e-07,8.407836186325130967e+00,2.916905759844839005e-11,2.156267318114240943e-12,8.033265766156456571e-10,5.982841959030844625e-10,7.508620828373234677e-15,1.770542430043766445e-14,2.565328140290186906e-12,3.821793536978442063e-12,2.065765299166974703e-11
2.909999999999999809e-01,8.522493743941712552e+00,1.247151965666380789e-03,8.035952325549294487e-06,6.725032811192443093e-09,4.181443342117960978e-07,8.521238129370246384e+00,5.464679380799641053e-11,4.234674949842944129e-12,8.073635793531548064e-10,8.612561091811252345e-10,7.799665570797954101e-15,1.844656529450838854e-14,5.384638838117945621e-12,8.056027767184646801e-12,4.314307453172652535e-11
2.914999999999999813e-01,8.628357059793190231e+00,1.262476861648294171e-03,8.092375465190371561e-06,6.827137215337892695e-09,2.616945071846478357e-07,8.627086219804972700e+00,8.879890714399714110e-11,7.114775783167869030e-12,8.107377406512606970e-10,1.223608617796794648e-09,8.109196697913182774e-15,1.925177890562722727e-14,9.450441501731017528e-12,1.416191461849943357e-11,7.556080145211550566e-11
2.919999999999999818e-01,8.726386909369180600e+00,1.276690393644639050e-03,8.146454556940259679e-06,6.991527896485268944e-09,4.518137470204400238e-07,8.725101610935446672e+00,1.297460210607149680e-10,1.067700771990182361e-11,8.159975331460544186e-10,1.670092148740510224e-09,8.438591916817663493e-15,2.009489210043018384e-14,1.465833674461082669e-11,2.198298359710210657e-11,1.170745797561693311e-10
2.924999999999999822e-01,8.816324008467599782e+00,1.289798045789489808e-03,8.197940223268968332e-06,7.215509464076941327e-09,8.855062856615416950e-07,8.815025116369529457e+00,1.733764981714453387e-10,1.460911355268768002e-11,8.247985137530939731e-10,2.161240479837717030e-09,8.784161367693099430e-15,2.095629048096290758e-14,2.062641303245121437e-11,3.094640853725125004e-11,1.646369392483611438e-10
2.929999999999999827e-01,8.897929531056995245e+00,1.301780635184401165e-03,8.246566454005292712e-06,7.496065812014107754e-09,1.384137134234194272e-06,8.896618108243583123e+00,2.131923494166882219e-10,1.838258962053354146e-11,8.372832642826350525e-10,2.630454535794931930e-09,9.137466776289248336e-15,2.181850671091266889e-14,2.664567677402836911e-11,3.998852569079381037e-11,2.125961710357652874e-10
2.934999999999999831e-01,8.970986019472629636e+00,1.312589706584964006e-03,8.292143342075687982e-06,7.830648441558532890e-09,1.758297695589346220e-06,8.969663367061997405e+00,2.406897209728341077e-10,2.127097830414227871e-11,8.519768142210727272e-10,2.986417734660767910e-09,9.487724016750511873e-15,2.266059871788746609e-14,3.168410344138987967e-11,4.756069213541105007e-11,2.527309572186051395e-10
2.939999999999999836e-01,9.035298290659209641e+00,1.322154179616084023e-03,8.334609319987500050e-06,8.217746866784918112e-09,1.872699092364523774e-06,9.033965916332761026e+00,2.465725287909682675e-10,2.243565675402706811e-11,8.662421830359405054e-10,3.124133447792144422e-09,9.825598799866087285e-15,2.345704431159388306e-14,3.448102948684372776e-11,5.177055501424470590e-11,2.750042584009282869e-10
2.944999999999999840e-01,9.090694321848374670e+00,1.330395715190611870e-03,8.374026756711260198e-06,8.657021023340500194e-09,1.688656117778731577e-06,9.089353850369409571e+00,2.231504812116500695e-10,2.110976381541556860e-11,8.771549327769828924e-10,2.948535523528095850e-09,1.014697728799681982e-14,2.418417685518117673e-14,3.377652038727160300e-11,5.072569350001333275e-11,2.693902177712411817e-10
2.949999999999999845e-01,9.137026076554345622e+00,1.337247302956660801e-03,8.410529261885105740e-06,9.148958778153496461e-09,1.270804739207788308e-06,9.135679134984417971e+00,1.683122951745506690e-10,1.691487522527117831e-11,8.825235588317164755e-10,2.415161613036834488e-09,1.045510387587226472e-14,2.483245820247273730e-14,2.872701747830579043e-11,4.315661437080704482e-11,2.291796473710505144e-10
2.954999999999999849e-01,9.174170221885251664e+00,1.342668599776964625e-03,8.444248148637689745e-06,9.694220756243771726e-09,7.579773438986101187e-07,9.172818338584265874e+00,9.148385104898683501e-11,1.034731330737682432e-11,8.817503343097809790e-10,1.592710139783029674e-09,1.075997343778831462e-14,2.541854415336081794e-14,1.956299963104285198e-11,2.940274382125141110e-11,1.562032045517305564e-10
2.959999999999999853e-01,9.202028693999576348e+00,1.346652858213416397e-03,8.475251673976764844e-06,1.029296365060535302e-08,3.106958074739996171e-07,9.200673243156987979e+00,2.197164411388002142e-11,3.470862731154266139e-12,8.763053554922695903e-10,7.523341617106777997e-10,1.107489979861030023e-14,2.598950628403194582e-14,8.545540435033560880e-12,1.284677570683929516e-11,6.841823168427351774e-11
2.964999999999999858e-01,9.220529087709062210e+00,1.349223351723423912e-03,8.503522152893466319e-06,1.094443503523390870e-08,5.511383428070903457e-08,9.219171293384636812e+00,2.004693186693545266e-11,8.494865253908392665e-13,8.697463555306469266e-10,4.881700220812248507e-10,1.141135988544151532e-14,2.661389436968573739e-14,1.275449178949159074e-12,1.877936739866411976e-12,1.027714729500116837e-11
