energy_au,total_recorded_SI,n1_l0_m+0,n2_l0_m+0,n2_l1_m-1,n2_l1_m+0,n2_l1_m+1,n3_l0_m+0,n3_l1_m-1,n3_l1_m+0,n3_l1_m+1,n3_l2_m-2,n3_l2_m-1,n3_l2_m+0,n3_l2_m+1,n3_l2_m+2
4.304999999999999938e-01,3.064794880383784454e-05,2.397525912893248768e-08,4.916580695818875484e-06,4.332563709503656438e-09,2.260923478425701411e-07,2.547696726456045801e-05,2.564911245096036149e-13,9.696110228831517585e-15,2.454217015287155498e-13,1.075701290511802967e-14,1.037733922610330802e-14,2.658949507674404245e-14,7.945322365580643619e-14,2.488065282201074294e-14,9.110847561130184227e-15
4.309999999999999942e-01,3.182530424066362846e-05,2.407751801817420774e-08,4.929279663643654401e-06,4.567337068466663617e-09,2.062999816314441875e-07,2.666107905213033490e-05,2.591902561889273487e-13,9.481046945468040113e-15,2.543118545982265063e-13,1.058871707234355542e-14,1.053398260059393452e-14,2.732355569796549084e-14,8.192301408286641092e-14,2.557959249094889468e-14,9.239521728619729668e-15
4.314999999999999947e-01,3.278573806737351983e-05,2.405976283361726087e-08,4.940836720966574274e-06,4.821232662597621093e-09,1.873185581700238079e-07,2.762870109400980293e-05,2.624293834727717013e-13,9.236659734197769225e-15,2.571303830163957849e-13,1.041824069391652650e-14,1.069104527721189193e-14,2.813155983740606358e-14,8.497525181957216692e-14,2.634731194336503826e-14,9.371072577658589610e-15
4.319999999999999951e-01,3.351802419561327275e-05,2.392977136584890522e-08,4.951278514399702267e-06,5.094303216279055761e-09,1.692865557644918625e-07,2.836843434521440745e-05,2.660639237909363147e-13,8.966219175007925026e-15,2.552660500164460950e-13,1.023716236859587852e-14,1.085071673351156810e-14,2.897152866263314304e-14,8.864621994327209586e-14,2.714332476932744025e-14,9.507395326533307250e-15
4.324999999999999956e-01,3.401542659667952282e-05,2.372817929453075627e-08,4.960621628396650801e-06,5.386557656167644074e-09,1.523132928585590499e-07,2.887337622669618604e-05,2.699169752992322287e-13,8.682346842829649729e-15,2.518788323199600054e-13,1.004381265400679387e-14,1.101568796286343897e-14,2.979634575368331766e-14,9.286955549131741265e-14,2.792338389752923937e-14,9.650483778151679858e-15
4.329999999999999960e-01,3.427551474827874374e-05,2.351248354982480330e-08,4.968865948462304352e-06,5.697860971247950834e-09,1.364412203758646777e-07,2.914099651437782669e-05,2.738305029532247610e-13,8.403860155652551284e-15,2.507474785572192125e-13,9.842795696727991632e-15,1.118886223261151982e-14,3.057065161506898390e-14,9.749984116876806717e-14,2.865539718395303868e-14,9.802276798125770802e-15
4.334999999999999964e-01,3.429986170021034328e-05,2.333547897422632332e-08,4.975994235363000027e-06,6.027877709268588711e-09,1.216363096311745158e-07,2.917286706385102023e-05,2.777084688550017129e-13,8.151253359146907140e-15,2.548724058689586037e-13,9.642767706779125808e-15,1.137267891445427809e-14,3.128347212506036591e-14,1.023554923266617814e-13,2.933092379617600372e-14,9.964191243749913893e-15
4.339999999999999969e-01,3.409368608716537919e-05,2.322648277453659550e-08,4.981978153773572066e-06,6.376081797634694331e-09,1.078079734438635976e-07,2.897429664018337525e-05,2.815406359564017066e-13,7.941796720855316510e-15,2.653628058064115693e-13,9.453132176178776156e-15,1.156829060634781852e-14,3.195222187098435762e-14,1.072686957874419101e-13,2.996829885105957832e-14,1.013653159852827700e-14
4.344999999999999973e-01,3.366549847983564618e-05,2.318227066840149281e-08,4.986788561455141887e-06,6.741831818302823817e-09,9.484819214325985864e-08,2.855393684281205634e-05,2.854012466719941444e-13,7.785275743615541362e-15,2.810258946904227870e-13,9.280546642445161462e-15,1.177497663952074344e-14,3.261688056353449197e-14,1.121290727212646394e-13,3.060649912794206939e-14,1.031809731204725721e-14
4.349999999999999978e-01,3.302679071275882428e-05,2.317060577050332457e-08,4.990406256706819707e-06,7.124486727145206750e-09,8.267289310071386931e-08,2.792341566139095073e-05,2.894236472575256732e-13,7.681298236617234986e-15,2.988061274425906384e-13,9.126207635847590096e-15,1.199014549792661816e-14,3.332666185177055879e-14,1.169101362186203719e-13,3.129217572767832198e-14,1.050628602774737663e-14
4.354999999999999982e-01,3.219177393985637260e-05,2.314429852990033535e-08,4.992829223323138512e-06,7.523521493788715413e-09,7.124940689823671955e-08,2.709702665358030475e-05,2.937583641273692738e-13,7.618862209470448433e-15,3.148998122927681778e-13,8.984751367413616633e-15,1.221007248085756001e-14,3.412408408721250533e-14,1.216726268942321687e-13,3.206462422015890341e-14,1.069781092509482109e-14
4.359999999999999987e-01,3.117714049244188181e-05,2.305986924819252255e-08,4.994073757755359161e-06,7.938601391804821714e-09,6.060101489838441132e-08,2.609146639023506120e-05,2.985264354002710355e-13,7.578481190704594605e-15,3.261207043367480367e-13,8.845254993608924057e-15,1.243121566724726757e-14,3.503209470277794054e-14,1.265450023575269888e-13,3.294401433273677094e-14,1.088988342125497391e-14
4.364999999999999991e-01,3.000180774096694673e-05,2.289353441485000978e-08,4.994169182010030342e-06,8.369588275297979111e-09,5.078967018278969103e-08,2.492558488966809341e-05,3.037808258812022271e-13,7.536614024362685658e-15,3.310084721303737848e-13,8.694274829481779016e-15,1.265168058923846880e-14,3.604858700363215902e-14,1.316871352499913935e-13,3.392682304794062771e-14,1.108147370464655473e-14
4.369999999999999996e-01,2.868660455420194295e-05,2.264876968373823223e-08,4.993148235137061210e-06,8.816476817702218443e-09,4.188650905578137008e-08,2.362010367421483700e-05,3.094862517422685352e-13,7.471522780879487477e-15,3.302815891190750753e-13,8.520220177972169341e-15,1.287228458165981714e-14,3.714983830723059701e-14,1.372472703880020012e-13,3.498968652732311947e-14,1.127416180222902494e-14
4.375000000000000000e-01,2.725388026604379441e-05,2.235332710998365484e-08,4.991036783179459461e-06,9.279284115774459493e-09,3.394342173066923531e-08,2.219726654991333419e-05,3.155224231160887726e-13,7.369146475761092300e-15,3.264915573885559974e-13,8.317815869559045578e-15,1.309676924190816475e-14,3.830117815761794380e-14,1.433236379885332219e-13,3.609985935575815505e-14,1.147218819051889326e-14
4.380000000000000004e-01,2.572704363365845685e-05,2.204774584027632565e-08,4.987846619176448547e-06,9.757932683193927127e-09,2.697673673273876084e-08,2.068041368751109504e-05,3.217090800342070924e-13,7.227335319764281724e-15,3.230349455914298717e-13,8.091162567183517927e-15,1.333099858667774399e-14,3.947075309157657610e-14,1.499405946956709332e-13,3.722825616394009625e-14,1.168158118541955624e-14
4.385000000000000009e-01,2.413006395262167571e-05,2.177043737510333216e-08,4.983573833239315895e-06,1.025216845491218859e-08,2.096757777691401177e-08,1.909349900857302374e-05,3.278451361231532070e-13,7.057009978721320241e-15,3.229091682724333612e-13,7.854119124474880612e-15,1.358135433425753723e-14,4.064143269281754936e-14,1.570451977772614919e-13,3.836040609920445545e-14,1.190857975036261725e-14
4.390000000000000013e-01,2.248697914993456838e-05,2.154525537494107028e-08,4.978203056701809264e-06,1.076154158687529576e-08,1.587590618601448935e-08,1.746059244229920387e-05,3.337504915224849032e-13,6.879536201055388267e-15,3.276742626499692921e-13,7.627429748377138206e-15,1.385285163052978633e-14,4.181690084870507516e-14,1.645246896929068408e-13,3.950171143212853450e-14,1.215785046331652986e-14
4.395000000000000018e-01,2.082145253511226058e-05,2.137593748922791861e-08,4.971715688979165350e-06,1.128545408609071544e-08,1.166000101946820212e-08,1.580541448058661385e-05,3.392987044477244406e-13,6.720696522214840947e-15,3.369847249962511767e-13,7.433045327020196664e-15,1.414762203070202680e-14,4.302031544852970302e-14,1.722398127040091983e-13,4.067567044768751900e-14,1.243110104121784761e-14
4.400000000000000022e-01,1.915640352450399705e-05,2.124873177060560531e-08,4.964098841793253098e-06,1.182325388024106980e-08,8.292138361422910302e-09,1.415093955809023954e-05,3.444317936943820023e-13,6.602783783436796866e-15,3.488281128444308681e-13,7.287130182884784372e-15,1.446429204960906048e-14,4.428665733522758614e-14,1.800645993407643118e-13,4.191629493175906760e-14,1.272657257698132116e-14
4.405000000000000027e-01,1.751371539989354372e-05,2.114123715399123497e-08,4.955351671690980407e-06,1.237433911815304539e-08,5.764412807667610674e-09,1.251908271122614656e-05,3.491540176905640746e-13,6.537138311567489366e-15,3.603421167581511738e-13,7.193924800937826912e-15,1.479846751319625662e-14,4.565200316136001406e-14,1.879214667388206404e-13,4.325787272561082178e-14,1.303958972895299875e-14
4.410000000000000031e-01,1.591400383257261623e-05,2.103330531879917515e-08,4.945486976762284440e-06,1.293823497371530562e-08,4.084065280493068307e-09,1.093046019800821414e-05,3.535078185312710381e-13,6.519563232552760189e-15,3.688796867638161319e-13,7.142646311443544544e-15,1.514413840954804925e-14,4.714373162118990702e-14,1.958016928859750414e-13,4.472585716181502094e-14,1.336397698229719099e-14
4.415000000000000036e-01,1.437642024385384983e-05,2.091552358777104172e-08,4.934527872470684594e-06,1.351461795339479760e-08,3.262615783314056389e-09,9.404198541893918971e-06,3.575402835743624458e-13,6.530344573423896432e-15,3.729236164941962858e-13,7.108850210051360660e-15,1.549549850576095941e-14,4.877494382893590060e-14,2.037654856292174178e-13,4.633189467236872637e-14,1.369385159544129940e-14
4.420000000000000040e-01,1.291846637469690002e-05,2.079226949206213335e-08,4.922501239249430696e-06,1.410328406890692948e-08,3.305335728639826683e-09,7.957763158338730848e-06,3.612709015743283191e-13,6.539224832884568216e-15,3.725343142511846690e-13,7.060321368069405781e-15,1.584854985486656572e-14,5.054455025707111372e-14,2.119218345954642506e-13,4.807424053115900301e-14,1.402519186121590985e-14
4.425000000000000044e-01,1.155580814205043114e-05,2.067882673744683568e-08,4.909430721603254229e-06,1.470407846827988408e-08,4.206398899504045182e-09,6.606787015646561438e-06,3.646703994257247391e-13,6.514047569235760092e-15,3.692066589348711397e-13,6.966026753111963094e-15,1.620197566536250982e-14,5.244232140590389842e-14,2.203944687238515836e-13,4.994279594090016411e-14,1.435668999076627364e-14
4.430000000000000049e-01,1.030209210357709356e-05,2.059447117250747805e-08,4.895331978855073954e-06,1.531681692143810642e-08,5.951377200151408085e-09,5.364896346386048987e-06,3.676564641000802723e-13,6.430462535234497885e-15,3.652350838207260387e-13,6.805478797860739897e-15,1.655706186885906233e-14,5.445653593971102242e-14,2.292846238943802681e-13,5.192648234379760007e-14,1.468968090155514060e-14
4.435000000000000053e-01,9.168780138695610502e-06,2.055480934226038107e-08,4.880211751715509319e-06,1.594122942109031366e-08,8.524649268463331459e-09,4.243546571943039645e-06,3.701065595672692660e-13,6.279555282995010499e-15,3.628557474192748459e-13,6.575485882321715300e-15,1.691680328103349938e-14,5.658124103342356421e-14,2.386424387894541879e-13,5.402014151756599132e-14,1.502727451218409405e-14
4.440000000000000058e-01,8.165022767894266752e-06,2.056654017863363077e-08,4.864070644476724931e-06,1.657694404316914218e-08,1.191685456971095884e-08,3.251890640724955253e-06,3.718827042812375153e-13,6.070790769511951524e-15,3.634925574804133498e-13,6.291910297983507505e-15,1.728460210481280063e-14,5.882067047392911705e-14,2.484560758622186985e-13,5.622868405918026394e-14,1.537307693553203687e-14
4.445000000000000062e-01,7.297587863807690740e-06,2.062642472202509027e-08,4.846908040117772804e-06,1.722351091635253403e-08,1.612786598059661347e-08,2.396700858216769922e-06,3.728597037716240776e-13,5.829121423692264340e-15,3.673677614085000423e-13,5.985566685381100832e-15,1.766305409134011512e-14,6.118971255170511222e-14,2.586618038752410635e-13,5.856747730529557254e-14,1.572997154715349640e-14
4.450000000000000067e-01,6.570851794227260947e-06,2.072430321548341637e-08,4.828726858304864785e-06,1.788044971417757267e-08,2.116352321063384386e-08,1.682355473877230864e-06,3.729479421986370143e-13,5.587042272851059027e-15,3.735826236049224458e-13,5.693301250312408848e-15,1.805320248714731047e-14,6.371088411543541024e-14,2.691711339152819059e-13,6.105941186734169098e-14,1.609932707187005332e-14
4.455000000000000071e-01,5.986848741339890284e-06,2.084836207549684603e-08,4.809536172469992956e-06,1.854729631419498252e-08,2.702800477217372403e-08,1.110887697208450547e-06,3.721043947127389367e-13,5.374116880814014146e-15,3.805942144825373634e-13,5.446946042756652949e-15,1.845438984066471759e-14,6.640944556153118216e-14,2.799051354448912614e-13,6.373016830406323464e-14,1.648076948636433087e-14
4.460000000000000075e-01,5.545365500457065847e-06,2.099016999940919380e-08,4.789350823852612627e-06,1.922362790573751940e-08,3.371626516364181959e-08,6.820833833832579177e-07,3.703299999302765082e-13,5.207422199655327066e-15,3.868785635525554131e-13,5.263649205419433787e-15,1.886457395957075678e-14,6.930870438773033822e-14,2.908234944776159802e-13,6.660358899735941650e-14,1.687240978562454987e-14
4.465000000000000080e-01,5.244066124834560223e-06,2.114744546022459551e-08,4.768188576801167383e-06,1.990905851436824661e-08,4.121107587362539276e-08,3.936087181623197266e-07,3.676562884274280952e-13,5.086111729331930868e-15,3.915239350715994507e-13,5.140722527566212625e-15,1.928081562276243548e-14,7.242716171996086006e-14,3.019378307608818373e-13,6.969871813277364542e-14,1.727127021579609108e-14
4.470000000000000084e-01,5.078633419377376217e-06,2.132376285945701126e-08,4.746066425986615337e-06,2.060321238622092211e-08,4.948680732365757543e-08,2.411519426107111941e-07,3.641275376142349619e-13,4.991930471904525345e-15,3.945490073211914231e-13,5.056707672791870752e-15,1.969965516806812184e-14,7.577822360033713815e-14,3.133047494047296539e-13,7.302924607589864500e-14,1.767365542657168166e-14
4.475000000000000089e-01,5.042920355372991666e-06,2.152582055596761696e-08,4.722997943182953382e-06,2.130569363616135913e-08,5.851840438371613388e-08,2.185712079220850315e-07,3.597856192867065479e-13,4.895493433491998082e-15,3.968607928835375385e-13,4.978316887017225974e-15,2.011725275382103826e-14,7.937215355165323702e-14,3.250019685782001343e-13,7.660515728543779082e-14,1.807535337603112476e-14
4.480000000000000093e-01,5.129110859089801851e-06,2.175984686365361122e-08,4.698992951212163730e-06,2.201607194306163782e-08,6.829096170819624340e-08,3.180497234036763351e-07,3.546629571092094916e-13,4.766170068834775811e-15,3.999053405480280224e-13,4.870955780233854406e-15,2.052938056721234050e-14,8.321918387160226601e-14,3.370976484764097532e-13,8.043567609957426895e-14,1.847173873939656410e-14
4.485000000000000098e-01,5.327893457623031417e-06,2.202884960961920720e-08,4.674059635610770119e-06,2.273389529954118442e-08,7.880454573788592325e-08,5.302652068394643076e-07,3.487854074562398087e-13,4.582199816072106366e-15,4.051685376063136034e-13,4.709365659961204053e-15,2.093150441777071953e-14,8.733245424922740559e-14,3.496259786162639959e-13,8.453232337588038094e-14,1.885797940862371275e-14
4.490000000000000102e-01,5.628651764589008010e-06,2.233176522408445110e-08,4.648207998351690012e-06,2.345872607111884882e-08,9.007097303212297775e-08,8.445809534145707195e-07,3.421828447988720726e-13,4.337632539428860541e-15,4.137207854440818951e-13,4.484941384894946219e-15,2.131918762309487375e-14,9.172970389256750131e-14,3.625797486616013348e-13,8.891104196685034670e-14,1.922953427894292552e-14
4.495000000000000107e-01,6.019673276993512243e-06,2.266452356953278585e-08,4.621452873377369450e-06,2.419018295222933593e-08,1.021032527482508652e-07,1.249261068008380823e-06,3.349022949461535297e-13,4.043848055348809821e-15,4.259626068196790702e-13,4.207475654105963701e-15,2.168887895072764699e-14,9.643322299612663555e-14,3.759236706069535041e-13,9.359278126303805130e-14,1.958296898336919235e-14
4.500000000000000111e-01,6.488374108176241395e-06,2.302213992628416942e-08,4.593814874175748667e-06,2.492796559098940800e-08,1.149024100953779055e-07,1.731705310454039591e-06,3.270176762486339055e-13,3.725334798027178837e-15,4.416400936882700089e-13,3.901019562067082712e-15,2.203888352007833926e-14,1.014682148985554742e-13,3.896232420388345437e-13,9.860245992712050117e-14,1.991687735160915713e-14
4.505000000000000115e-01,7.021533973970614970e-06,2.340058503234865375e-08,4.565318568710318184e-06,2.567184404901378955e-08,1.284483735183360843e-07,2.278693159818747291e-06,3.186318030711202269e-13,3.411398467868028516e-15,4.600970006766020486e-13,3.595537202838986308e-15,2.237009365378710420e-14,1.068602158573544326e-13,4.036766055578127616e-13,1.039666930806997321e-13,2.023250364904699749e-14
4.510000000000000120e-01,7.605534185470662418e-06,2.379748255111722197e-08,4.535988469790910086e-06,2.642161015511808467e-08,1.427003568112312948e-07,2.876624785499161737e-06,3.098696038751273496e-13,3.126812351595862841e-15,4.806518036838524989e-13,3.317367195916076378e-15,2.268600619587056748e-14,1.126324552991474040e-13,4.181344541009160093e-13,1.097109889432537504e-13,2.053363301182304748e-14
4.515000000000000124e-01,8.226591724898111769e-06,2.421143149104237623e-08,4.505844513048401288e-06,2.717700597314212813e-08,1.576080318783405001e-07,3.511749221142703786e-06,3.008652081658560881e-13,2.884647348499868309e-15,5.029573256563262957e-13,3.081734300018128911e-15,2.299173797752204070e-14,1.188040135190888397e-13,4.330970414526814451e-13,1.158572641689540240e-13,2.082550982352473967e-14
4.520000000000000129e-01,8.870983958485192226e-06,2.464053864734586338e-08,4.474899074293616299e-06,2.793765787425727269e-08,1.731295427175494777e-07,4.170375579505676501e-06,2.917482286068557601e-13,2.683585792596544600e-15,5.272216913566773154e-13,2.889639595206535842e-15,2.329213060807468475e-14,1.253894059890942590e-13,4.486866609476269754e-13,1.224224929791395608e-13,2.111291161461924352e-14
4.525000000000000133e-01,9.525260147971779354e-06,2.508117114912033860e-08,4.443157055594930367e-06,2.870304654513877513e-08,1.892485109755543933e-07,4.839068749792254481e-06,2.826351696193500957e-13,2.510310840373394103e-15,5.542281620542256851e-13,2.729775510435948178e-15,2.358946847232542290e-14,1.323998622342040770e-13,4.650050393002509826e-13,1.294190821803080757e-13,2.139791266761791238e-14
4.530000000000000138e-01,1.017643696544072123e-05,2.552780140968472151e-08,4.410619335717614050e-06,2.947253175560908600e-08,2.059816370796038168e-07,5.504833991398470092e-06,2.736301672354501333e-13,2.345729609936551945e-15,5.851632029785078825e-13,2.584306795505766105e-15,2.388163067614858994e-14,1.398461245304965853e-13,4.820932995391607425e-13,1.368571423303883076e-13,2.167813810841759039e-14
4.535000000000000142e-01,1.081217565431047611e-05,2.597420532090655897e-08,4.377288440751507108e-06,3.024542967148446064e-08,2.233718909054629687e-07,6.155293958382843289e-06,2.648358052643233354e-13,2.172511954867054768e-15,6.213221699234224044e-13,2.436093991661641407e-15,2.416150086413489263e-14,1.477421174643486217e-13,4.999135448917965809e-13,1.447482368902696473e-13,2.194629009597395950e-14
4.540000000000000147e-01,1.142093881098720437e-05,2.641551356301871711e-08,4.343174254874143268e-06,3.102111817520016399e-08,2.414683956796289080e-07,6.778857730083343163e-06,2.563708011629606119e-13,1.981151395437049060e-15,6.637935464246961522e-13,2.274645502586369634e-15,2.441811573404884915e-14,1.561084181453671202e-13,5.183642587065206923e-13,1.531095567134018234e-13,2.219137918703581792e-14
4.545000000000000151e-01,1.199212557668563627e-05,2.685009923321148431e-08,4.308297417501419106e-06,3.179913143646305902e-08,2.603003614548066722e-07,7.364876690268608051e-06,2.483883503966577631e-13,1.772528702383283166e-15,7.132207162654976748e-13,2.098816032468410833e-15,2.463943253151410101e-14,1.649742279736551749e-13,5.373285442365363484e-13,1.619670041138540853e-13,2.240150714234256776e-14
4.550000000000000155e-01,1.251618551368661336e-05,2.728028158064541679e-08,4.272688851474520649e-06,3.257920546566282727e-08,2.798559720520644872e-07,7.903779238987921525e-06,2.410879895223308698e-13,1.556430522970186574e-15,7.697103804881589584e-13,1.915682117922304077e-15,2.481594744128241581e-14,1.743766767182687875e-13,5.567396300384917038e-13,1.713556358016223507e-13,2.256742653117087449e-14
4.555000000000000160e-01,1.298471314292778905e-05,2.771134894191796269e-08,4.236385345300683455e-06,3.336125247557207886e-08,3.000761296883535118e-07,8.387177005870284267e-06,2.347154105372103783e-13,1.347043728860620794e-15,8.329108190704777596e-13,1.736536180602991973e-15,2.494395711747846260e-14,1.843568909158050090e-13,5.766381409608877259e-13,1.813164869800562195e-13,2.268569300445409316e-14
4.560000000000000164e-01,1.339052612990762479e-05,2.814920608488109120e-08,4.199422688837873248e-06,3.414526807155650802e-08,3.208674752476511915e-07,8.807939325327300534e-06,2.295483040993663522e-13,1.157501364963051062e-15,9.022346650487608134e-13,1.571958231109558631e-15,2.502722720034481025e-14,1.949532895338713991e-13,5.971952464682013217e-13,1.918899545005324705e-13,2.276021850968505435e-14
4.565000000000000169e-01,1.372772957421289983e-05,2.859764266465313906e-08,4.161828899072819020e-06,3.493120165296348953e-08,3.421311885491103122e-07,9.160238360952229576e-06,2.258708847800546863e-13,9.957185404744168097e-16,9.771611840924126315e-13,1.428081882962359838e-15,2.507627496941542786e-14,2.061937721801492294e-13,6.186863753910449795e-13,2.031073544601602003e-13,2.280148004721174735e-14
4.570000000000000173e-01,1.399176657662187921e-05,2.905645710783892998e-08,4.123620137231344487e-06,3.571883642584518335e-08,3.637970029045572765e-07,9.439571736889445765e-06,2.239437734057252989e-13,8.630167641875427467e-16,1.057530346636423357e-12,1.305460666780913639e-15,2.510526810585849104e-14,2.180893950800335581e-13,6.414187090351743421e-13,2.149834591048244917e-13,2.282341737743306958e-14
4.575000000000000178e-01,1.417945196815807729e-05,2.952132311163167369e-08,4.084800960549776407e-06,3.650772425676605023e-08,3.858487612239332067e-07,9.642770657594407907e-06,2.239780319686519265e-13,7.557433377469600262e-16,1.143739886675641684e-12,1.200702195316871586e-15,2.512741806742094424e-14,2.306323008381098703e-13,6.656354014030927439e-13,2.275131754289358820e-13,2.283890092691522042e-14
4.580000000000000182e-01,1.428898329879877334e-05,2.998550184411027104e-08,4.045368929653878623e-06,3.729720194884607684e-08,4.083302984958099680e-07,9.767998678265223784e-06,2.261215839669664356e-13,6.688055262179291873e-16,1.236778283178673708e-12,1.109811138015594729e-15,2.515037848697844672e-14,2.437997661762710934e-13,6.914323531575664587e-13,2.406746691900381164e-13,2.285525308327470304e-14
4.585000000000000187e-01,1.431992254074485274e-05,3.044264284694056944e-08,4.005321932706027315e-06,3.808648600210882463e-08,4.313277679657537051e-07,9.814740862290431949e-06,2.304630427983278465e-13,5.992896212981885453e-16,1.338068381023324893e-12,1.031480913373595396e-15,2.517328608820587312e-14,2.575643192351653441e-13,7.187231670246082775e-13,2.544392080953542402e-13,2.287141380075362006e-14
4.590000000000000191e-01,1.427314440733053388e-05,3.088938756373234280e-08,3.964665537490834578e-06,3.887481359408030759e-08,4.549339348107681197e-07,9.783777710120282982e-06,2.370529671270842417e-13,5.484146344948107398e-16,1.449150384329536630e-12,9.686771404479610912e-16,2.518661549061209597e-14,2.719074754537881397e-13,7.472730644842605397e-13,2.687853611688391090e-13,2.287787417842675298e-14
4.595000000000000195e-01,1.415075236530083307e-05,3.132655276982380564e-08,3.923417653679315314e-06,3.966157965400545063e-08,4.792076228784865800e-07,9.677135742269693083e-06,2.459371973836618108e-13,5.209174419422421675e-16,1.571286180747129601e-12,9.276975886180508924e-16,2.517508959985673684e-14,2.868326216039641542e-13,7.767973072887683463e-13,2.837129083403269803e-13,2.285958942099230939e-14
4.600000000000000200e-01,1.395596960781884565e-05,3.175831604316106712e-08,3.881608792001532229e-06,4.044642054285841828e-08,5.041441523209270591e-07,9.498008506537538643e-06,2.571928038292737512e-13,5.221981802170849735e-16,1.705103046512097242e-12,9.150970107576841023e-16,2.512280685526276785e-14,3.023718721290574111e-13,8.070930591231643942e-13,2.992509136088998649e-13,2.280103116050601822e-14
4.605000000000000204e-01,1.369301698071278097e-05,3.218976662963366680e-08,3.839277855707287393e-06,4.122921399309788604e-08,5.296689336812838972e-07,9.250647567953352804e-06,2.709556056550928310e-13,5.546317639099601653e-16,1.850398588563838141e-12,9.339036106214654006e-16,2.501890428871435903e-14,3.185829282530612465e-13,8.381562733561373705e-13,3.154555649473921262e-13,2.269172593260798281e-14
4.610000000000000209e-01,1.336699091702092687e-05,3.262398903939250597e-08,3.796465056528513268e-06,4.200999549158590610e-08,5.556576432995212399e-07,8.940230351884836935e-06,2.874298365223780594e-13,6.149027582295999872e-16,2.006192449229454358e-12,9.809701018574329794e-16,2.486179403481766950e-14,3.355350207387173367e-13,8.702352056633433502e-13,3.323965338490544903e-13,2.253036326727992451e-14
4.615000000000000213e-01,1.298375095545027865e-05,3.306012921088000030e-08,3.753204580879712334e-06,4.278882170258094044e-08,5.819759844680211904e-07,8.572717305334848730e-06,3.068750804992779967e-13,6.938409458273195281e-16,2.171038552015767640e-12,1.046900980942089970e-15,2.466042312794209886e-14,3.532870648494403999e-13,9.037915394039650026e-13,3.501348685904795284e-13,2.232596921508038998e-14
4.620000000000000218e-01,1.254981938883255983e-05,3.349349905415088692e-08,3.709519661010697895e-06,4.356563038426600148e-08,6.085241173688147725e-07,8.154712079556176570e-06,3.295719641453479657e-13,7.791700373246908405e-16,2.343523385505121910e-12,1.118928365804508473e-15,2.443199551307861984e-14,3.718647725469130165e-13,9.393733250580314514e-13,3.686992965269426861e-13,2.209561303363183156e-14
4.625000000000000222e-01,1.207228763488843703e-05,3.391785789317052463e-08,3.665421742490696326e-06,4.434014659327995401e-08,6.352686821340305564e-07,7.693334522346381599e-06,3.557745417422272267e-13,8.602721139866654584e-16,2.522800060673496501e-12,1.185808053232235079e-15,2.419682743257729264e-14,3.912451241159407612e-13,9.774392720955401717e-13,3.880696525792743895e-13,2.185931969324630032e-14
4.630000000000000226e-01,1.155871831285236874e-05,3.432897016052566034e-08,3.620913876100290680e-06,4.511186696706965644e-08,6.622499291276497161e-07,7.196108690350696615e-06,3.856619664079038500e-13,9.330703299050230537e-16,2.708974605561198819e-12,1.242822301872200360e-15,2.397204615259856798e-14,4.113552830599462833e-13,1.018197576727749934e-12,4.081748926342153087e-13,2.163387317030277750e-14
4.635000000000000231e-01,1.101703129337726217e-05,3.472785200920577657e-08,3.575996909506638202e-06,4.588012466470322679e-08,6.895610704233819597e-07,6.670860044267703341e-06,4.193033768977412177e-13,1.002884014549000238e-15,2.903189373570766313e-12,1.294739975693617406e-15,2.376630482341657747e-14,4.320887449809195849e-13,1.061523783516553705e-12,4.289087779876893698e-13,2.142764280061184518e-14
4.640000000000000235e-01,1.045536683382899639e-05,3.512211917376146044e-08,3.530676098196960824e-06,4.664420837348032245e-08,7.173077849947986561e-07,6.125611001356969167e-06,4.566472571628139093e-13,1.083758189465101438e-15,3.107337373355563796e-12,1.355237579766314108e-15,2.357738698221107542e-14,4.533354308020166740e-13,1.106998258648406583e-12,4.501600564805108661e-13,2.123826651030702557e-14
4.645000000000000240e-01,9.881927677882661393e-06,3.552457171033841391e-08,3.484965731747890259e-06,4.740349056526606263e-08,7.455635275698477115e-07,5.568464387272324283e-06,4.975402662639158099e-13,1.194094365670562186e-15,3.323466267929394263e-12,1.442606777295174608e-15,2.339359753785670376e-14,4.750166535680897319e-13,1.154061463489791546e-12,4.718479784092127738e-13,2.105406390770612943e-14
4.650000000000000244e-01,9.304811285739108674e-06,3.594931161715289354e-08,3.438890245544992744e-06,4.815751931405170167e-08,7.743378164024824247e-07,5.007470057755674548e-06,5.417722189391842348e-13,1.349907134776315337e-15,3.553049871729663920e-12,1.573064765641844543e-15,2.319851571554145964e-14,4.971126955165207661e-13,1.202239086495315852e-12,4.939506391896772480e-13,2.085875448383377166e-14
4.655000000000000249e-01,8.731849340924517644e-06,3.640679342260675351e-08,3.392481681851869146e-06,4.890604400464497858e-08,8.035694108470679062e-07,4.450478690818871204e-06,5.891358217193042152e-13,1.558106758806391309e-15,3.796372875591930883e-12,1.754054253087697034e-15,2.297748556686453998e-14,5.196717412884370611e-13,1.251356892678774910e-12,5.165146023871604663e-13,2.063787777870402894e-14
4.660000000000000253e-01,8.170471691898664547e-06,3.689976779315782830e-08,3.345774719131863224e-06,4.964897128192782005e-08,8.331463790929714080e-07,3.904994731858939198e-06,6.394843991608835639e-13,1.812410290558499861e-15,4.052259704513030143e-12,1.980122788520615035e-15,2.272357483035848531e-14,5.427943291654873158e-13,1.301660847186257112e-12,5.396397391306502228e-13,2.038467845571288574e-14
