energy_au,total_recorded_SI,n1_l0_m+0,n2_l0_m+0,n2_l1_m-1,n2_l1_m+0,n2_l1_m+1,n3_l0_m+0,n3_l1_m-1,n3_l1_m+0,n3_l1_m+1,n3_l2_m-2,n3_l2_m-1,n3_l2_m+0,n3_l2_m+1,n3_l2_m+2,n5_l2_m-2,n5_l2_m+2,n5_l4_m-4,n5_l4_m-2,n5_l4_m+2,n5_l4_m+4
3.469999999999999751e-01,4.515349894580572045e-03,7.250787450529029568e-07,1.865013875113756919e-06,1.348110866642350808e-07,3.742873705539682804e-06,4.507290267774133330e-03,2.492398302995636598e-12,9.591192014653080452e-13,1.596564537649430207e-13,1.307306612150012089e-10,1.094024065491935666e-14,1.878857047276541959e-14,1.666450470520929574e-12,3.168193326254623321e-12,3.965731592951459798e-10,2.494301916776444987e-21,2.055272003485005230e-11,1.148323407157633470e-32,2.526561024798566764e-23,5.491470614584821104e-10,1.590743914919695800e-06
3.475000000000000311e-01,3.855331016690868775e-03,6.265962475992885197e-07,1.788807339545914611e-06,1.350588114492601024e-07,3.822908642677455332e-06,3.847598684374392911e-03,1.045450424512020788e-12,4.279972767857207133e-13,9.282380131534690031e-14,9.314896523045224705e-11,1.079588511927629080e-14,1.859315927102660180e-14,7.878504982164346235e-13,1.532625316912506144e-12,3.841106077209825388e-10,2.487366560459956311e-21,8.988610534122580274e-12,1.133063752679702608e-32,2.493371987490468528e-23,5.500917009256343725e-10,1.357921019182485271e-06
3.479999999999999760e-01,3.425284651155763218e-03,5.650729221236875910e-07,1.714011063727982068e-06,1.352687589092230467e-07,3.897178966875521916e-06,3.417765904121828312e-03,2.787253430957354793e-13,1.304373241124054338e-13,5.973062373647109660e-14,6.296103120653295196e-11,1.065085305283847314e-14,1.837052021304783129e-14,2.773061427144787255e-13,5.531693954912880000e-13,3.715358199048690415e-10,2.484093821314260937e-21,7.057317623196866934e-12,1.117775368110064778e-32,2.460077420157473810e-23,5.509649264269676682e-10,1.206221474812931359e-06
3.485000000000000320e-01,3.184291390370731518e-03,5.331132950169595869e-07,1.640647842871408991e-06,1.354301971143148409e-07,3.954384284115508982e-06,3.176905637916867167e-03,2.219949666772476750e-14,1.354098834527632167e-14,5.135120048573105101e-14,4.013213090371696868e-11,1.051387629915035287e-14,1.813263673000124101e-14,5.759023984817577180e-14,1.022097487514255255e-13,3.581938459915686415e-10,2.483437561502855602e-21,1.112557200210915805e-11,1.103361915438555148e-32,2.428651377286991217e-23,5.516964491905953675e-10,1.121215411209820073e-06
3.489999999999999769e-01,3.095587778683907623e-03,5.234571593901599666e-07,1.568730136221615539e-06,1.355368570408655962e-07,3.991129377732791862e-06,3.088278050168531946e-03,9.505608850619212408e-14,1.802420916914248258e-14,5.700063488423568704e-14,2.467493052526411543e-11,1.039133356698616335e-14,1.789732824102874995e-14,3.847438230445562109e-14,2.433825499920871463e-14,3.438101142269975154e-10,2.484266009770547811e-21,1.765708458577964481e-11,1.090485166277028588e-32,2.400533821027457742e-23,5.522290370372516609e-10,1.089936352641819820e-06
3.495000000000000329e-01,3.126380303048515753e-03,5.297359632803904555e-07,1.498265018113944634e-06,1.355871673046361989e-07,4.012834460220624130e-06,3.119102143369903955e-03,3.344579925439828582e-13,8.857079440288950646e-14,6.712074993661776472e-14,1.645194315674671537e-11,1.028471384053935833e-14,1.768342047307668495e-14,1.335553139266111582e-13,1.670853881560168913e-13,3.284620734005958904e-10,2.485539773159453642e-21,2.380670646011513290e-11,1.079297848267840697e-32,2.376050883538040729e-23,5.525264785886714580e-10,1.100815003731743516e-06
3.499999999999999778e-01,3.247647290396318744e-03,5.470636994503489431e-07,1.429262399257448777e-06,1.355836587595619808e-07,4.030903740950923481e-06,3.240359957441116354e-03,6.124874597061602193e-13,1.802823006872868521e-13,7.533324022890682627e-14,1.493761424862954896e-11,1.018955457492585106e-14,1.750389953699177951e-14,2.710925316494960818e-13,4.012539349841537775e-13,3.124881455525644365e-10,2.486418516424241907e-21,2.774017731821961740e-11,1.069330862189893597e-32,2.354171255431471113e-23,5.525765371041044323e-10,1.143610146166598789e-06
3.505000000000000338e-01,3.433929417207776634e-03,5.722115956692875588e-07,1.361742882272010167e-06,1.355318198828030733e-07,4.057541856500359208e-06,3.426592153804385033e-03,8.427486059261666882e-13,2.615987415345016393e-13,7.922658190598809217e-14,1.906565936936219000e-11,1.009641225737600398e-14,1.735964007298763219e-14,3.993122475244745869e-13,6.314399162692626610e-13,2.963641512253303805e-10,2.486310318711419079e-21,2.869330322602147715e-11,1.059593606422683045e-32,2.332727525983385212e-23,5.523893204174391389e-10,1.209336494850466649e-06
3.509999999999999787e-01,3.663111183328135803e-03,6.032978720707055648e-07,1.295741499544365648e-06,1.354386772084013582e-07,4.100481234557674069e-06,3.655685145165323870e-03,9.790253083769281723e-13,3.144149547494610511e-13,7.976233940716417680e-14,2.723024303565665813e-11,9.993699693947565599e-15,1.723657027461636186e-14,4.872215982091141220e-13,7.984494278749013245e-13,2.805773813332815466e-10,2.484878941713851788e-21,2.682337894412038865e-11,1.048870270513889932e-32,2.309065293351608636e-23,5.519920225635267855e-10,1.290189570300629797e-06
3.515000000000000346e-01,3.916197076510558039e-03,6.391257666164623468e-07,1.231305216219522607e-06,1.353113388952507428e-07,4.159796706221210365e-06,3.908651189228340428e-03,1.008685954848930631e-12,3.322608399351995979e-13,7.966104328626498167e-14,3.744826054509687695e-11,9.871506653735549799e-15,1.710813326352968632e-14,5.222392690091343058e-13,8.758528118872960080e-13,2.655230789884680212e-10,2.482021293597545762e-21,2.292809576662744788e-11,1.036119636766667398e-32,2.280917896123721490e-23,5.514213381039402369e-10,1.379468087810675169e-06
3.519999999999999796e-01,4.177086695848243603e-03,6.784424697940403841e-07,1.168484748774163824e-06,1.351557027920029905e-07,4.228026156587166224e-06,4.169404221282925829e-03,9.433860273843636753e-13,3.174005232839633228e-13,8.146831846938158388e-14,4.763959325022912179e-11,9.725090397457820348e-15,1.694293704343053490e-14,5.059614107325297066e-13,8.629913084846249796e-13,2.514392365691803539e-10,2.477823614199873901e-21,1.811288154673551268e-11,1.020840749093681253e-32,2.247205604011610534e-23,5.507150517063905865e-10,1.471494842730445153e-06
3.525000000000000355e-01,4.432352600641504929e-03,7.194148549391252677e-07,1.107323772996347085e-06,1.349755004110490650e-07,4.293417454576687397e-06,4.424535071534320407e-03,8.091950838903821371e-13,2.775867757793145906e-13,8.607147901341833298e-14,5.595209839231519579e-11,9.556763667664498047e-15,1.671531958760425043e-14,4.492228748425504537e-13,7.765046697492221058e-13,2.383854731363466176e-10,2.472502741302469222e-21,1.347888936415849366e-11,1.003271025240592522e-32,2.208467305259550280e-23,5.499043519750331695e-10,1.561537378596063077e-06
3.529999999999999805e-01,4.671023312617604388e-03,7.595201866810462011e-07,1.047849861349859205e-06,1.347718130704929876e-07,4.344863458788277561e-06,4.663089729372353782e-03,6.377052140733973673e-13,2.230295310319702477e-13,9.220898220988367550e-14,6.105129270606588184e-11,9.375427698499239260e-15,1.641510167019400706e-14,3.673554229860101858e-13,6.420115052204916042e-13,2.262623217644332679e-10,2.466339039401008357e-21,9.884780111456738120e-12,9.843378282138818707e-33,2.166751991965968786e-23,5.490082590188817506e-10,1.645729730606449154e-06
3.535000000000000364e-01,4.884372247920687124e-03,7.958753146329628387e-07,9.900709332979632883e-07,1.345431376594011037e-07,4.376463280376144609e-06,4.876353464498986955e-03,4.590771552552146148e-13,1.639405414860993750e-13,9.708477379254203973e-14,6.230864362090946648e-11,9.193819365413567515e-15,1.605272886810042396e-14,2.762478944284908132e-13,4.870593107540166612e-13,2.148600674217829503e-10,2.459609381776350230e-21,7.811067873830108263e-12,9.653705923845413071e-33,2.124985950417526790e-23,5.480311462290560269e-10,1.720996236151820938e-06
3.539999999999999813e-01,5.065712013915424361e-03,8.258493056753612000e-07,9.339788423227377485e-07,1.342859879475112460e-07,4.389876819158990599e-06,5.057642225924535370e-03,2.974319399451336562e-13,1.088302038854820245e-13,9.774258141959731581e-14,5.985057078903517689e-11,9.024365986308550915e-15,1.565745094029994806e-14,1.895258919110762249e-13,3.359555005567603480e-13,2.039222702598203098e-10,2.452530203488819173e-21,7.331168054383261809e-12,9.476670058579949591e-33,2.086020864098213513e-23,5.469636959508485193e-10,1.784977913911523163e-06
3.545000000000000373e-01,5.210192948687663791e-03,8.476938737530321519e-07,8.795588596795793638e-07,1.339959039480018651e-07,4.393590046326438297e-06,5.202101346278026860e-03,1.685538495286281187e-13,6.357760516697495763e-14,9.255550584510507887e-14,5.446423214533412022e-11,8.875061112530735294e-15,1.526866911963840256e-14,1.169232438891844220e-13,2.066546423932355672e-13,1.932085563874930336e-10,2.445220298622502135e-21,8.172661171750312624e-12,9.320612597587593460e-33,2.051687385557270904e-23,5.457868650468955859e-10,1.835961421206413462e-06
3.549999999999999822e-01,5.314605154148241938e-03,8.609253188690234349e-07,8.268014364926468424e-07,1.336686370292202916e-07,4.399470822459120032e-06,5.306510693009252808e-03,7.956029825975427673e-14,3.118169946816536622e-14,8.216043026077985698e-14,4.738758475397324639e-11,8.746791774226075346e-15,1.492317221436525280e-14,6.373301050978280384e-14,1.095448576053522025e-13,1.825437927822490296e-10,2.437689796982948802e-21,9.838535349472301927e-12,9.186442119074243291e-33,2.022182591460321724e-23,5.444777353296036677e-10,1.872810286639525259e-06
3.555000000000000382e-01,5.377184351719919812e-03,8.662975835372024718e-07,7.757117072768851714e-07,1.333012210093333415e-07,4.418056056095476644e-06,5.369095320207106434e-03,3.001854697908993297e-14,1.203292980322686049e-14,6.941790628860868191e-14,4.003352071732427329e-11,8.633049980614977163e-15,1.464266891119977101e-14,3.110834857581091842e-14,4.775992293389230548e-14,1.718455019586058476e-10,2.429856031453380902e-21,1.175251850360589156e-11,9.067332005974415052e-33,1.996005328888452948e-23,5.430156907546226905e-10,1.894898084050799628e-06
3.559999999999999831e-01,5.397423179734569393e-03,8.653728045814576579e-07,7.263130981230666990e-07,1.328926589460385532e-07,4.454461233646685685e-06,5.389341346736546343e-03,1.393302850551996366e-14,4.516999634088467971e-15,5.839692196830569674e-14,3.370737369111134827e-11,8.522128303637989646e-15,1.442611415026098248e-14,1.692947610102852931e-14,1.853753803015349876e-14,1.611271094171589140e-10,2.421580410190002505e-21,1.339466427625601584e-11,8.951019867121388250e-33,1.970462049180042460e-23,5.413873452759486831e-10,1.902043450971817442e-06
3.564999999999999836e-01,5.375890496946127833e-03,8.598552055281116439e-07,6.786437305750546634e-07,1.324440568246747013e-07,4.506492676220182907e-06,5.367817880057069307e-03,2.206481549822869832e-14,5.768153380965915849e-15,5.279540986466874642e-14,2.937323988298962251e-11,8.401034335050846788e-15,1.424973309761586982e-14,1.695177834412705975e-14,1.513124227044852393e-14,1.504800703642229090e-10,2.412715114845622936e-21,1.440141863017054188e-11,8.823906752364451512e-33,1.942567007801057856e-23,5.395890668397659701e-10,1.894447240752376241e-06
3.569999999999999840e-01,5.314061455652334572e-03,8.509435337119735699e-07,6.327471074039491513e-07,1.319581933669466981e-07,4.565626619423129444e-06,5.306006827757493022e-03,4.414573184075977879e-14,1.241839013792160257e-14,5.444356690806803177e-14,2.750966373814613860e-11,8.259774183272653113e-15,1.407492874995018299e-14,2.598753538092686136e-14,2.883986079980806054e-14,1.400419910827770569e-10,2.403146318327200000e-21,1.461596315048301012e-11,8.675542169494457966e-33,1.910026495206170438e-23,5.376266837398109661e-10,1.872632458463874923e-06
3.574999999999999845e-01,5.214160465598223840e-03,8.389436736311567040e-07,5.886607085519907839e-07,1.314386805086155119e-07,4.620382197054063102e-06,5.206142944629967538e-03,7.068332378856610750e-14,2.123132022143262859e-14,6.250499658074694876e-14,2.807359509557932774e-11,8.094556042292202851e-15,1.386142078784426894e-14,3.893462393734486623e-14,5.081847861991839158e-14,1.299598429150798574e-10,2.392822446551599811e-21,1.408696203302856165e-11,8.501977096335250269e-33,1.871974161585910073e-23,5.355127878788487246e-10,1.837387809194532244e-06
3.579999999999999849e-01,5.079017921428393562e-03,8.232754877745749282e-07,5.464067933586006567e-07,1.308889861794776826e-07,4.660710195462745046e-06,5.071066226805174409e-03,9.419281511433620446e-14,2.955571465389137112e-14,7.370812418149269123e-14,3.056828650261538394e-11,7.908874872039779906e-15,1.358106245760337923e-14,5.153584200376350204e-14,7.345461369799745883e-14,1.203570855189421512e-10,2.381761198535537788e-21,1.302447843086560573e-11,8.306896846874357344e-33,1.829218902421272558e-23,5.332627013039237902e-10,1.789715603956026552e-06
3.584999999999999853e-01,4.911940173315839167e-03,8.028518339331662962e-07,5.059886961637255141e-07,1.303116191749287183e-07,4.681686421096586508e-06,4.904087861772127299e-03,1.098179470423042782e-13,3.557693616620933966e-14,8.352598952583593097e-14,3.419083978553637907e-11,7.712196593431120521e-15,1.322752729915134136e-14,6.082079238788415274e-14,9.121209328013671791e-14,1.113113183003641951e-10,2.370035818618804569e-21,1.172901383150321452e-11,8.100239252898111665e-33,1.783940952483038337e-23,5.308904454969576331e-10,1.730784449833431752e-06
3.589999999999999858e-01,4.716591182119506120e-03,7.766657718018433600e-07,4.673936862406316134e-07,1.297077055510338968e-07,4.685139118390893066e-06,4.708869708907753755e-03,1.154010799614655210e-13,3.837943614786325842e-14,8.784562555987128114e-14,3.802208023352000193e-11,7.516783376654561619e-15,1.281853752657418444e-14,6.524032920652607486e-14,1.009478085739530104e-13,1.028457125398583722e-10,2.357747214067554142e-21,1.051252105634971861e-11,7.894866114726995522e-33,1.738961049347185047e-23,5.284058798646079956e-10,1.661886715425452694e-06
3.594999999999999862e-01,4.496883960420877506e-03,7.443487988577636889e-07,4.306009611079946855e-07,1.290770430567049735e-07,4.678689513393953498e-06,4.489316171721630978e-03,1.111278852766661770e-13,3.785774061805952407e-14,8.447910936998708590e-14,4.121718089355027767e-11,7.333797448027186512e-15,1.238996273909545124e-14,6.454646689544131994e-14,1.017832655836632730e-13,9.493387422412752325e-11,2.344992000271172108e-21,9.628948086136789173e-12,7.702480067513339958e-33,1.696844389047811063e-23,5.258136464107061498e-10,1.584400369662380177e-06
3.599999999999999867e-01,4.256880321168472238e-03,7.064840417460667837e-07,3.955915362425502375e-07,1.284185566846544391e-07,4.672690537737698825e-06,4.249476718520802179e-03,9.890308265772762356e-14,3.452626221988098916e-14,7.393854508090069149e-14,4.315986553096914390e-11,7.169992634493470734e-15,1.198396641897649756e-14,5.949633859253757325e-14,9.465932749414029886e-14,8.751481973037097372e-11,2.331836520893517971e-21,9.227273668510532847e-12,7.530158772299916683e-33,1.659140412031366263e-23,5.231138815646435430e-10,1.499754578741780001e-06
3.604999999999999871e-01,4.000698406379178153e-03,6.645614049562343677e-07,3.623563325732221411e-07,1.277309529261411182e-07,4.676317021053870695e-06,3.993457388166737204e-03,8.161512743807527114e-14,2.928089429140406278e-14,5.919293757036653419e-14,4.355426430537685847e-11,7.026017190219092155e-15,1.163538475223566423e-14,5.146763602893692334e-14,8.171924916728703688e-14,8.051301361632668062e-11,2.318303698708661811e-21,9.333490347850959168e-12,7.378578702817972126e-33,1.625993593803033443e-23,5.203040819951255475e-10,1.409398474143390162e-06
3.609999999999999876e-01,3.732428529718757448e-03,6.206032269747376574e-07,3.308997257556705840e-07,1.270133254204327591e-07,4.694310341089927184e-06,3.725340286558535309e-03,6.242649256429513224e-14,2.315977741192771404e-14,4.452362901848040998e-14,4.244360555911068983e-11,6.896740592704526801e-15,1.136099220087190867e-14,4.206719241228288446e-14,6.565638896579353462e-14,7.385813337777068990e-11,2.304374640980336310e-21,9.861138853755065824e-12,7.242360447006780734e-33,1.596219835059848966e-23,5.173812319687049801e-10,1.314772740780414547e-06
3.614999999999999880e-01,3.456058600026761483e-03,5.766126829347208297e-07,3.012377274067413860e-07,1.262655115178728471e-07,4.725546214258551768e-06,3.449111021040566355e-03,4.419046812447580422e-14,1.713956074535306204e-14,3.393700030994499173e-14,4.016049047686931805e-11,6.773319419932023353e-15,1.115513036372187042e-14,3.279755095436254326e-14,4.913581462035966254e-14,6.750021680338254378e-11,2.290002113193857305e-21,1.064420753711651064e-11,7.112236326823149665e-33,1.567782611360071744e-23,5.143433839564829001e-10,1.217284006650191786e-06
3.619999999999999885e-01,3.175410509667823608e-03,5.340563966651893814e-07,2.733920091530312424e-07,1.254881141545668188e-07,4.763838521502014725e-06,3.168594830860395947e-03,2.905344543022178946e-14,1.198971280520609624e-14,2.974633507096939468e-14,3.722639298192374060e-11,6.646182622982514044e-15,1.099284282494282735e-14,2.482289162723931523e-14,3.436158486844221274e-14,6.141765676274570858e-11,2.275129894307786854e-21,1.148248419991386958e-11,6.978180750754611454e-33,1.538480125728203256e-23,5.111902576039120096e-10,1.118282301548362156e-06
3.624999999999999889e-01,2.894088336846185015e-03,4.935682224219907035e-07,2.473823643811306619e-07,1.246822383361708009e-07,4.800528964702206050e-06,2.887402523007945830e-03,1.826067078690141119e-14,8.193523245754387758e-15,3.184600559851250905e-14,3.422600583536847462e-11,6.507912827295529186e-15,1.083905421753062014e-14,1.885024453882513681e-14,2.282180844842905475e-14,5.561756028246896808e-11,2.259711401052617503e-21,1.218824303917731661e-11,6.832430451619162179e-33,1.506607995771286448e-23,5.079229063099154170e-10,1.019041976362586978e-06
3.629999999999999893e-01,2.615438242676247031e-03,4.549670452333387087e-07,2.232204680689231106e-07,1.238490936594443515e-07,4.827777302587276532e-06,2.608887083292315157e-03,1.214897153974169341e-14,5.932411956782634087e-15,3.791455250914979914e-14,3.168408637382715329e-11,6.355160649965322060e-15,1.066038980654045966e-14,1.511885850161358341e-14,1.520832956401824923e-14,5.012975848403514134e-11,2.243722583627039490e-21,1.262436396932554626e-11,6.671490081379758635e-33,1.471399031808713933e-23,5.045428897251318611e-10,9.207463899456341070e-07
3.634999999999999898e-01,2.342518915178386230e-03,4.175579130888743906e-07,2.009069618952054359e-07,1.229896469230086307e-07,4.841285915724354168e-06,2.336111109479685390e-03,1.028546720323130204e-14,5.121367876925614420e-15,4.441881367815363692e-14,2.996880152619722092e-11,6.189152480207964587e-15,1.043558938187156909e-14,1.347335755564940976e-14,1.148158224938726283e-14,4.499689131549674902e-11,2.227166944040218483e-21,1.272704723675947908e-11,6.496662695888309399e-33,1.433139173743374382e-23,5.010515353657957638e-10,8.244764153890245513e-07
3.639999999999999902e-01,2.078080700025089489e-03,3.805820170334136448e-07,1.804324064003545175e-07,1.221044648951327803e-07,4.841502193468253316e-06,2.071824296882300749e-03,1.169818810404078185e-14,5.478373977467625532e-15,4.799435027579817196e-14,2.923758754134979653e-11,6.014856097734054630e-15,1.016125403830004188e-14,1.348693187533341254e-14,1.103583945157375460e-14,4.026337256129928250e-11,2.210073335409634040e-21,1.251034232343174827e-11,6.313172996909706939e-33,1.392974621026503304e-23,4.974497371453186977e-10,7.312024940824951101e-07
3.644999999999999907e-01,1.824551396831841903e-03,3.436354849516081131e-07,1.617811551518352261e-07,1.211937905334479291e-07,4.832988730925957492e-06,1.818449446671729962e-03,1.514235379437576068e-14,6.609436194421262715e-15,4.666009901324888856e-14,2.943128856934983971e-11,5.839266500976174114e-15,9.851486343885882409e-15,1.459962133854741453e-14,1.291550267827261751e-14,3.596574782712338218e-11,2.192488966868418317e-21,1.205381092791222348e-11,6.128368414288009455e-33,1.352516732857849055e-23,4.937384073828497000e-10,6.417796976766983071e-07
3.649999999999999911e-01,1.584027102004606372e-03,3.069031727081742244e-07,1.449362902000264216e-07,1.202577899050063897e-07,4.822362539722193357e-06,1.578075133120957580e-03,1.935285558379732503e-14,8.092670197657520711e-15,4.042348615776467423e-14,3.031210439908475996e-11,5.669446950383993441e-15,9.532118978672467153e-15,1.624249635726597595e-14,1.603725372555933881e-14,3.212620547893767466e-11,2.174470401556220734e-21,1.147795611473764419e-11,5.949664023929844433e-33,1.313390932807760078e-23,4.899193341564640981e-10,5.569451401631514300e-07
3.654999999999999916e-01,1.358267242912595011e-03,2.711364533457107027e-07,1.298836869118251438e-07,1.192968363183384604e-07,4.815703871324127821e-06,1.352453347609657193e-03,2.324635002620632803e-14,9.548817585908990283e-15,3.109558688431048178e-14,3.153268961918625557e-11,5.510891180696105539e-15,9.231907924552493550e-15,1.792874986484294659e-14,1.938289387577111685e-14,2.875004713681425700e-11,2.156074609147656280e-21,1.091400337901617117e-11,5.782824817303218931e-33,1.276859887730030703e-23,4.859959653969608667e-10,4.773171463870101067e-07
3.659999999999999920e-01,1.148693749728259186e-03,2.374073288960464574e-07,1.166139498145629068e-07,1.183116901431324692e-07,4.816449170169906782e-06,1.143001020691390267e-03,2.605207467121937748e-14,1.069046380620333540e-14,2.145153104805418300e-14,3.271900167158953190e-11,5.366539394885647453e-15,8.973767508834172770e-15,1.930436563388461788e-14,2.214043650961135933e-14,2.582700127672045938e-11,2.137351049561987472e-21,1.047498734607611414e-11,5.630934112463765561e-33,1.243597467742217529e-23,4.819736460651504918e-10,4.033957892291751368e-07
3.664999999999999925e-01,9.563948380750530998e-04,2.067535036726622915e-07,1.051219954271434968e-07,1.173034872299934480e-07,4.824500046991552534e-06,9.508050492897648573e-04,2.736603537614951164e-14,1.134712224218764152e-14,1.411232544390436482e-14,3.354875160887896287e-11,5.236507932029269681e-15,8.768725128897889617e-15,2.016129530851916107e-14,2.378384740730282835e-14,2.333553282875963529e-11,2.118335047448701377e-21,1.023399897050491842e-11,5.494110879041194449e-33,1.213627181480873000e-23,4.778590690115439166e-10,3.355646638388083062e-07
3.669999999999999929e-01,7.821339464341887926e-04,1.798600710835740840e-07,9.540498153387326980e-08,1.162735392955929602e-07,4.836744412854832805e-06,7.766310304205172998e-04,2.713622838031980645e-14,1.146749712906501207e-14,1.060078670942178136e-14,3.381026844932293550e-11,5.118393126256481242e-15,8.614054700602733475e-15,2.042296213885830967e-14,2.409287100401256503e-14,2.124884900665645053e-11,2.099042720491825069e-21,1.021328153907100577e-11,5.369829618919980525e-33,1.186392860086281204e-23,4.736590563509324803e-10,2.740939699953366497e-07
3.674999999999999933e-01,6.263639983576814712e-04,1.568952523202035381e-07,8.745974437204188580e-08,1.152230355886959386e-07,4.848626960828643026e-06,6.209361154737954485e-04,2.559559102718437524e-14,1.110322687474506080e-14,1.091742006616812689e-14,3.343224151560012167e-11,5.007938165590309561e-15,8.495540674263094134e-15,2.011460426373102171e-14,2.312260505852237019e-14,1.954114999455089863e-11,2.079468275577231838e-21,1.038519592179734477e-11,5.253621159335356548e-33,1.160912837062254103e-23,4.693791066710050611e-10,2.191450487255050904e-07
3.679999999999999938e-01,4.892465264698402008e-04,1.375461794648180322e-07,8.128080628400434644e-08,1.141527795953376452e-07,4.856043524911546878e-06,4.838862002490923139e-04,2.316390866498608606e-14,1.038012387926316963e-14,1.374724188372248411e-14,3.248172471721405924e-11,4.899889721313492142e-15,8.392581677715242754e-15,1.932986374541987261e-14,2.113755368358503264e-14,1.819280221717611729e-11,2.059585015384860315e-21,1.068350736116120543e-11,5.139972429411545793e-33,1.135977603649096619e-23,4.650222819950506935e-10,1.707764491246660785e-07
3.684999999999999942e-01,3.706745773768559972e-04,1.212179005423349485e-07,7.685951224642643969e-08,1.130630794244732967e-07,4.856791036238491353e-06,3.653771743854881005e-04,2.034024538700947246e-14,9.463472943946534821e-15,1.714881970770587033e-14,3.113444852183694054e-11,4.788949878908898742e-15,8.284233533064915789e-15,1.820139880710520521e-14,1.852693797308341592e-14,1.719347122523185346e-11,2.039351272350552861e-21,1.102148911300928397e-11,5.023325828827291847e-33,1.110369069525140234e-23,4.605889033853343879e-10,1.289514278498111507e-07
3.689999999999999947e-01,2.702979624411278427e-04,1.072984891432602038e-07,7.418424658813893174e-08,1.119538437560776336e-07,4.851068348868906704e-06,2.650593972756055310e-04,1.760449070676124606e-14,8.523553079243228838e-15,1.939849149880126109e-14,2.962658647003582425e-11,4.670772420811187567e-15,8.154394457463559307e-15,1.687881234132887308e-14,1.571748299239141469e-14,1.654276490127955640e-11,2.018721389271266092e-21,1.131232214164786086e-11,4.899124463126329306e-33,1.083089632581087079e-23,4.560772165446532347e-10,9.354658732789899513e-08
3.694999999999999951e-01,1.875494548901746712e-04,9.537755938243615375e-08,7.324126077719177601e-08,1.108248465853035239e-07,4.840959093096296268e-06,1.823641834029322091e-04,1.534149147660039808e-14,7.706463802799888533e-15,1.963200869223891379e-14,2.819981724001128330e-11,4.542921042881242552e-15,7.994961196744764520e-15,1.551337387003934678e-14,1.309727765826812385e-14,1.624850678082822771e-11,1.997660019069187933e-21,1.148729691576553656e-11,4.764816651826914283e-33,1.053582107991803673e-23,4.514848062580347237e-10,6.436122314559852289e-08
3.699999999999999956e-01,1.216709209864905817e-04,8.533702031414137052e-08,7.401555542577384912e-08,1.096760518561218310e-07,4.829244728589277336e-06,1.165310189310930615e-04,1.379517128346905868e-14,7.113804983064384260e-15,1.804421368037868156e-14,2.705153916258669804e-11,4.405619106811770679e-15,7.806599034956217884e-15,1.424684671732139968e-14,1.096025411961366938e-14,1.632326994628522936e-11,1.976156145758574453e-21,1.150827221034757574e-11,4.620641064945824886e-33,1.021901420542388247e-23,4.468102401749118536e-10,4.112692951820149128e-08
3.704999999999999960e-01,7.173893703688258576e-05,7.729461301695256108e-08,7.649146180850183989e-08,1.085078640201401051e-07,4.818127242371975379e-06,6.663450217173488572e-05,1.305408068465169423e-14,6.792988921027974273e-15,1.561487630125521506e-14,2.629972591213182740e-11,4.262042774884180648e-15,7.597451060722128236e-15,1.320148221973492192e-14,9.476059927973948432e-15,1.678014470165809516e-11,1.954232262816409142e-21,1.137242137851993756e-11,4.469932532382820917e-33,9.887811552463265234e-24,4.420543318364282208e-10,2.351710730732379184e-08
3.709999999999999964e-01,3.668995304155026017e-05,7.144465841197040111e-08,8.065288072032113534e-08,1.073212025449974659e-07,4.808409512209914436e-06,3.161047660822284235e-05,1.306477237939097952e-14,6.738153455221716670e-15,1.353248960678480016e-14,2.596789834701584770e-11,4.117920093409866695e-15,7.380481390773442737e-15,1.246951956020004488e-14,8.685344779975730662e-15,1.762881058548905145e-11,1.931944781652177266e-21,1.110910760023621776e-11,4.318699979868465637e-33,9.555405677956848276e-24,4.372205664978774198e-10,1.115618706848926017e-08
3.714999999999999969e-01,1.534532691322649996e-05,6.787970866632280494e-08,8.648335681204151516e-08,1.061173730220295267e-07,4.799424467301018651e-06,1.028130544459357357e-05,1.366577595910711053e-14,6.900001849472479016e-15,1.260216118544690808e-14,2.599101466673764891e-11,3.980342088118886156e-15,7.170201333315117936e-15,1.210253092090054358e-14,8.516465802433661221e-15,1.887281589302674022e-11,1.909374077610244343e-21,1.077037861059720227e-11,4.174378466098678741e-33,9.238106524219459178e-24,4.323145664340711854e-10,3.628549118424309912e-09
3.719999999999999973e-01,6.436495479656115455e-06,6.647684407321287940e-08,9.396618107423918595e-08,1.048977925542450147e-07,4.789649205122399158e-06,1.380533654972638677e-06,1.463300879490620930e-14,7.201632206588443055e-15,1.290605051865330543e-14,2.623875975903525609e-11,3.855946952801658071e-15,6.979396835843171168e-15,1.210277554979119387e-14,8.816894818286626751e-15,2.050858676322021593e-11,1.886605974503117522e-21,1.041773614076061530e-11,4.043924612299961142e-33,8.951164568666991271e-24,4.273428471811342947e-10,4.872274338283469810e-10
3.724999999999999978e-01,8.630233877009811967e-06,6.689608117491677199e-08,1.030845517834651747e-07,1.036636864583622115e-07,4.777645390729167799e-06,3.577200111813191343e-06,1.572721444732275854e-14,7.556726201339395021e-15,1.385092503168470213e-14,2.654957526502980401e-11,3.748917065937262130e-15,6.816321990778826525e-15,1.241965645544507393e-14,9.391485314256807773e-15,2.252620406303141286e-11,1.863709730861282868e-21,1.010832687739771934e-11,3.931716693008355127e-33,8.704168186768064039e-24,4.223113798617231204e-10,1.262490053393766612e-09
