energy_au,total_recorded_SI,n1_l0_m+0,n2_l0_m+0,n2_l1_m-1,n2_l1_m+0,n2_l1_m+1
2.560000000000000053e-01,1.750139701229757483e+00,8.120279079016379264e-05,9.589603453477631404e-09,5.968823818756858383e-07,3.637779505119578829e-06,1.750054254187476843e+00
2.570000000000000062e-01,1.839524706232562146e+00,8.565292342497683709e-05,9.641153785980861416e-09,5.720993253584662301e-07,2.686572762330909847e-06,1.839435784995895773e+00
2.580000000000000071e-01,1.930653106429169874e+00,9.006983036239018332e-05,1.188592738494402382e-08,5.727468274405274044e-07,6.914327390295828650e-07,1.930561760533313631e+00
2.590000000000000080e-01,2.023430370056669592e+00,9.393570841946955797e-05,1.958506257383587665e-08,5.851380677156365773e-07,3.465613122492353853e-06,2.023332364011997342e+00
2.600000000000000089e-01,2.117693766780338827e+00,9.848787745670657180e-05,2.985498676897242950e-08,5.629708098001479144e-07,3.532208688038279114e-06,2.117591153868397580e+00
2.610000000000000098e-01,2.213285625454839423e+00,1.032664619668723321e-04,3.828019216539605155e-08,5.475785867562087704e-07,8.559104509240072090e-07,2.213180917223642741e+00
2.620000000000000107e-01,2.310091568551384533e+00,1.073311931204087497e-04,5.113500371849157344e-08,5.627913889673400325e-07,3.164922285941944919e-06,2.309980458509585333e+00
2.630000000000000115e-01,2.407934986905317043e+00,1.118812696864817188e-04,6.775800083105826683e-08,5.444671782240278116e-07,4.335772754709100524e-06,2.407818157637696910e+00
2.640000000000000124e-01,2.506622070678280245e+00,1.169201229321555156e-04,7.807007709188367078e-08,5.082215764677283974e-07,1.305456807648596371e-06,2.506503258806886958e+00
2.650000000000000133e-01,2.606016160425304484e+00,1.211887865845817766e-04,9.984581878416745337e-08,5.229122998689231805e-07,2.797418719610909732e-06,2.605891551461881672e+00
2.660000000000000142e-01,2.705933742720333157e+00,1.256525005155181330e-04,1.351987408686513208e-07,5.332257298657406056e-07,5.018041436292598242e-06,2.705802403753910568e+00
2.670000000000000151e-01,2.806151406547015004e+00,1.308181856751948306e-04,1.451110254991962134e-07,4.917442994054753719e-07,2.037841575007395376e-06,2.806017913664439867e+00
2.680000000000000160e-01,2.906508281577713237e+00,1.352760876567870858e-04,1.520811174302763769e-07,4.730595425031788190e-07,2.397377973465676847e-06,2.906369982971423127e+00
2.690000000000000169e-01,3.006819871685230794e+00,1.395889516359990123e-04,1.976682067809388073e-07,4.834964244184178183e-07,5.394115636806142559e-06,3.006674207453326808e+00
2.700000000000000178e-01,3.106842896286539979e+00,1.447256201778617641e-04,2.289054743788793688e-07,4.614958329938445272e-07,2.948165267845267200e-06,3.106694532099786965e+00
2.710000000000000187e-01,3.206391884712255003e+00,1.493342038861317092e-04,2.338923231313559583e-07,4.406727724459673845e-07,2.133173287981160980e-06,3.206239742769985135e+00
2.720000000000000195e-01,3.305285199762411530e+00,1.534607345701826059e-04,2.740502919575589338e-07,4.415108956715021557e-07,5.519447538492663490e-06,3.305125504019115201e+00
2.730000000000000204e-01,3.403271357166281597e+00,1.584032055112932530e-04,3.099847449715857843e-07,4.138202305774409647e-07,3.973738092455139886e-06,3.403108256417702204e+00
2.740000000000000213e-01,3.500142720972933663e+00,1.630815828218829379e-04,3.150849393141382712e-07,3.879905291270685826e-07,2.094610045429581380e-06,3.499976841704597774e+00
2.750000000000000222e-01,3.595722652290805677e+00,1.670073249966962711e-04,3.676186821637687273e-07,4.012119911985214942e-07,5.415645762573488803e-06,3.595549460489372962e+00
2.760000000000000231e-01,3.689763572526935764e+00,1.716089833276213290e-04,4.235192945736573548e-07,3.886267949134325187e-07,5.002595657102742546e-06,3.689586148801861754e+00
2.770000000000000240e-01,3.782041030090400380e+00,1.762397555720464077e-04,4.104269540780152466e-07,3.458224798465092709e-07,2.312965172909851876e-06,3.781861721120221453e+00
2.780000000000000249e-01,3.872384224992416968e+00,1.799528068886140986e-04,4.376399556556985696e-07,3.394187371039325067e-07,5.067607631237859374e-06,3.872198427519204511e+00
2.790000000000000258e-01,3.960561019732435906e+00,1.840919034688263056e-04,5.185076971503188733e-07,3.404654295106541604e-07,5.827143643647925676e-06,3.960370241712196648e+00
2.800000000000000266e-01,4.046338654968058890e+00,1.885317173221914746e-04,5.269263362623819194e-07,3.093819888177932045e-07,2.788087581600134900e-06,4.046146498854829687e+00
2.810000000000000275e-01,4.129552267477297534e+00,1.920189773653204206e-04,5.296803189225949080e-07,2.914907355383141517e-07,4.655928204689276448e-06,4.129354771400673307e+00
2.820000000000000284e-01,4.209994442340767584e+00,1.956104896965609765e-04,6.051780968671314495e-07,2.901412928835616179e-07,6.427259244681142636e-06,4.209791509272436727e+00
2.830000000000000293e-01,4.287435168084325454e+00,1.996978292216927307e-04,6.358437508861840862e-07,2.675644926659971092e-07,3.489514538206238349e-06,4.287231077332322116e+00
2.840000000000000302e-01,4.361716325244690218e+00,2.029274728203445805e-04,6.292057291336793478e-07,2.463884938423037083e-07,4.286119932783083038e-06,4.361508236057714427e+00
2.849999999999999756e-01,4.432661663575503397e+00,2.059265686919850439e-04,6.900340790379277188e-07,2.416578085197649307e-07,6.745755067188338220e-06,4.432448059559856546e+00
2.859999999999999765e-01,4.500056103426467224e+00,2.095044089487973300e-04,7.364886098385050552e-07,2.250031318207947967e-07,4.311437434958952233e-06,4.499841326088342086e+00
2.869999999999999774e-01,4.563750491835413037e+00,2.124191605984881081e-04,7.301557303068388930e-07,2.038873117694129600e-07,4.046653959908254057e-06,4.563533091977812539e+00
2.879999999999999782e-01,4.623603268477125994e+00,2.148132312083302368e-04,7.728774857929105117e-07,1.959155843463922629e-07,6.785768297288506182e-06,4.623380700684550426e+00
2.889999999999999791e-01,4.679426190467369295e+00,2.177471942523855400e-04,8.263934902398673802e-07,1.832370667425324174e-07,5.133338302990526967e-06,4.679202300304257101e+00
2.899999999999999800e-01,4.731083159672635041e+00,2.202651010310989390e-04,8.271250790260476514e-07,1.642878975927399372e-07,3.994959327192074277e-06,4.730857908199300077e+00
2.909999999999999809e-01,4.778468324865396077e+00,2.220621969324737760e-04,8.533878647397206238e-07,1.540114791460573378e-07,6.603251395895245986e-06,4.778238652017724242e+00
2.919999999999999818e-01,4.821430457600874853e+00,2.242550403657299373e-04,9.045851311708893690e-07,1.436266114501335423e-07,5.839648901835579580e-06,4.821199314699864402e+00
2.929999999999999827e-01,4.859852391203397737e+00,2.262772906079038322e-04,9.148298381705259846e-07,1.278696743075721436e-07,4.138876992669511632e-06,4.859620932336285115e+00
2.939999999999999836e-01,4.893663323067349857e+00,2.274924800180771090e-04,9.301156828477517871e-07,1.167130830803415557e-07,6.287561862781484125e-06,4.893428496196703392e+00
2.949999999999999845e-01,4.922756340602624903e+00,2.288918004425492120e-04,9.716112456459547035e-07,1.074735552658476305e-07,6.343862178797562163e-06,4.922520025855202874e+00
2.959999999999999853e-01,4.947040235438925571e+00,2.303163836479026126e-04,9.890988649761691465e-07,9.501624385448973892e-08,4.436465368834787763e-06,4.946804398474800024e+00
2.969999999999999862e-01,4.966477896146431981e+00,2.309599084995572771e-04,1.000206005196149797e-06,8.441727504635956816e-08,5.936830056290309778e-06,4.966239914784595477e+00
2.979999999999999871e-01,4.981010536390470200e+00,2.315577873171912248e-04,1.028646319417712793e-06,7.586425540580694249e-08,6.605131673198317194e-06,4.980771268960904941e+00
2.989999999999999880e-01,4.990580021791137355e+00,2.322958010426188851e-04,1.047665940546758973e-06,6.625805250222311934e-08,4.808809723067219085e-06,4.990341803256378661e+00
2.999999999999999889e-01,4.995181729920973090e+00,2.323661552854644095e-04,1.059950493125427263e-06,5.728279404361725818e-08,5.632980240734322935e-06,4.994942613552159294e+00
3.009999999999999898e-01,4.994805324409777647e+00,2.321915239801470047e-04,1.076491108258339671e-06,4.954867893195002427e-08,6.633090975165722892e-06,4.994565373755035509e+00
3.019999999999999907e-01,4.989431708930026410e+00,2.321823117107201634e-04,1.090272699669156589e-06,4.219321974234874718e-08,5.161936800636495448e-06,4.989193232215595408e+00
3.029999999999999916e-01,4.979088194741403406e+00,2.316659367767289000e-04,1.105686579367853678e-06,3.536433353373940380e-08,5.422751552175653035e-06,4.978849965002162037e+00
3.039999999999999925e-01,4.963810296786927978e+00,2.307721451612607978e-04,1.114898819592994388e-06,2.890760196972831503e-08,6.479862398312147490e-06,4.963571900972946871e+00
3.049999999999999933e-01,4.943621645977122725e+00,2.299937419715205515e-04,1.118251976067110439e-06,2.337282681479904661e-08,5.411469866759533961e-06,4.943385099140481742e+00
3.059999999999999942e-01,4.918581593848203148e+00,2.288711253475566730e-04,1.134815374123046988e-06,1.872484422518560541e-08,5.309196015341157314e-06,4.918346259986622115e+00
3.069999999999999951e-01,4.888766919123385790e+00,2.273221844350783918e-04,1.142397720528542683e-06,1.400315790909001556e-08,6.221686594895126996e-06,4.888532218851477040e+00
