energy_au,total_recorded_SI,n1_l0_m+0,n2_l0_m+0,n2_l1_m-1,n2_l1_m+0,n2_l1_m+1
2.349999999999999867e-01,3.627020888814788049e-11,1.785316469498291343e-11,1.568703835948812665e-17,1.575881055717147379e-18,7.895817580643650596e-19,1.841702614066379027e-11
2.359999999999999876e-01,3.648713572370512784e-11,1.783524889148010485e-11,8.128863431551502876e-17,1.973784636588506058e-17,9.875915875990156519e-18,1.865177592982846486e-11
2.369999999999999885e-01,3.699085111830974936e-11,1.810164907913944805e-11,1.723163888490646269e-16,5.004237840649968813e-17,2.501132825110848441e-17,1.888895466907479589e-11
2.379999999999999893e-01,3.777021713249758864e-11,1.865333085987116967e-11,2.258714118045398337e-16,7.356424741944341581e-17,3.674418498021274782e-17,1.911655009278221890e-11
2.389999999999999902e-01,3.863009699604400654e-11,1.929648077130757139e-11,2.057740351898088106e-16,7.655346604248941024e-17,3.821953519782254958e-17,1.933329567770000108e-11
2.399999999999999911e-01,3.931944284877795005e-11,1.976883531966618000e-11,1.261653107591536790e-16,5.830625293020491415e-17,2.909755600854725073e-17,1.955039395999207616e-11
2.409999999999999920e-01,3.969885605158463862e-11,1.991600806329235478e-11,4.027837818680654998e-17,3.051270362065961890e-17,1.521952082042841391e-17,1.978276197768965606e-11
2.419999999999999929e-01,3.983576515344628125e-11,1.979909246631896809e-11,3.371479932131221644e-18,9.152346997266261458e-18,4.560738516765083433e-18,2.003665560256186666e-11
2.429999999999999938e-01,3.996263225505235720e-11,1.965850100306745437e-11,3.597949824858717011e-17,4.473355695683104909e-18,2.231975522410821647e-18,2.030408856715543524e-11
2.439999999999999947e-01,4.032431236204857629e-11,1.975499530085808785e-11,1.121189640394108053e-16,1.534185847712774789e-17,7.662749750023291469e-18,2.056918193761822191e-11
2.449999999999999956e-01,4.101479536859662265e-11,2.019301725769828435e-11,1.789005183222098162e-16,3.110772005077766296e-17,1.553434277261580645e-17,2.082155256831719586e-11
2.459999999999999964e-01,4.191185037010771781e-11,2.084605215557910548e-11,1.925608846630606756e-16,3.927555626518629290e-17,1.960892278140840582e-17,2.106554676916490337e-11
2.469999999999999973e-01,4.275459652778307907e-11,2.143719462369780214e-11,1.460163304586888426e-16,3.376406141951564032e-17,1.685233081574975771e-17,2.131720527136258019e-11
2.479999999999999982e-01,4.331496243668284172e-11,2.172379261646527784e-11,7.053612856640604997e-17,1.846624247458098154e-17,9.211368120120244834e-18,2.159107160647840234e-11
2.489999999999999991e-01,4.355096087919486609e-11,2.166315508426680660e-11,1.261387213480169024e-17,4.077528737670345461e-18,2.029361969401424611e-18,2.188778707416521755e-11
