energy_au,total_recorded_SI,n1_l0_m+0,n2_l0_m+0,n2_l1_m-1,n2_l1_m+0,n2_l1_m+1
2.859999999999999765e-01,5.848721708303336264e+00,5.848687329334933516e+00,2.784709092982761490e-05,1.871262050151217576e-06,2.789353371796350174e-06,1.871262050944327771e-06
2.869999999999999774e-01,6.216525884560740067e+00,6.216491405503869139e+00,2.835951628698537641e-05,1.670401892282545213e-06,2.778736798390618605e-06,1.670401893090481449e-06
2.879999999999999782e-01,6.576636507288080580e+00,6.576601979546216725e+00,2.883456199946595529e-05,1.480058231254853812e-06,2.733063400501833499e-06,1.480058232062081082e-06
2.889999999999999791e-01,6.925759317961010630e+00,6.925724803413103814e+00,2.927129496394955787e-05,1.300537071052678660e-06,2.642178799816728382e-06,1.300537071844625667e-06
2.899999999999999800e-01,7.260602634227709906e+00,7.260568199218794483e+00,2.966890680546800332e-05,1.132105746640646400e-06,2.501890615183946836e-06,1.132105747404072960e-06
2.909999999999999809e-01,7.577925096396965543e+00,7.577890805600863366e+00,3.002670473129881662e-05,9.749934241354327898e-07,2.314104522014210772e-06,9.749934248587459872e-07
2.919999999999999818e-01,7.874583854227926061e+00,7.874549764993769685e+00,3.034410391705562408e-05,8.293920529373518815e-07,2.086346133238843167e-06,8.293920536108337071e-07
2.929999999999999827e-01,8.147582266237064275e+00,8.147548423971453957e+00,3.062062231066645335e-05,6.954576133619681267e-07,1.830728072753773220e-06,6.954576139779457326e-07
2.939999999999999836e-01,8.394116175521221024e+00,8.394082610540765543e+00,3.085587831777168477e-05,5.733114887543517017e-07,1.562479160118179383e-06,5.733114893073130209e-07
2.949999999999999845e-01,8.611617839940638675e+00,8.611584566068167135e+00,3.104959136554920844e-05,4.630418020157630924e-07,1.298197501405596491e-06,4.630418025023766384e-07
2.959999999999999853e-01,8.797796630379485450e+00,8.797763645368736007e+00,3.120158489878477564e-05,3.647045893737964870e-07,1.054016670761856692e-06,3.647045897928569850e-07
2.969999999999999862e-01,8.950675668053985845e+00,8.950642955732355688e+00,3.131179100350562136e-05,2.783247325661915831e-07,8.438811627148968033e-07,2.783247329185231432e-07
2.979999999999999871e-01,9.068623649213110482e+00,9.068591183051015747e+00,3.138025562625109766e-05,2.038966260407980128e-07,6.781132173964221115e-07,2.038966263290804618e-07
2.989999999999999880e-01,9.150381201257246744e+00,9.150348948925149273e+00,3.140714328698507990e-05,1.413846094884062412e-07,5.624195919931809930e-07,1.413846097169548416e-07
