energy_au,total_recorded_SI,n1_l0_m+0,n2_l0_m+0,n2_l1_m-1,n2_l1_m+0,n2_l1_m+1,n3_l0_m+0,n3_l1_m-1,n3_l1_m+0,n3_l1_m+1,n3_l2_m-2,n3_l2_m-1,n3_l2_m+0,n3_l2_m+1,n3_l2_m+2,n5_l2_m-2,n5_l2_m+2,n5_l4_m-4,n5_l4_m-2,n5_l4_m+2,n5_l4_m+4
3.185000000000000053e-01,3.511114457899108476e+00,5.150559425415297907e-04,7.111758479530855114e-06,7.059743435906845595e-08,9.673905198821529042e-07,3.495086259740280532e+00,1.117912099536823727e-06,8.479257590925083849e-04,4.028322211283390287e-08,4.820975856529850540e-05,1.554203608085983909e-09,1.927735748888535393e-14,5.478889140369296794e-07,1.102069944924484611e-06,6.771790572752873596e-06,3.605020368105970631e-04,1.017987924021880939e-13,2.491577217274652031e-11,1.423877339137536238e-02,1.557601516915726729e-14,7.100332645024137289e-24
3.190000000000000058e-01,3.345760219300509597e+00,4.908035189408236319e-04,7.031593148258873457e-06,7.225666431618475512e-08,7.658083480333204126e-07,3.330483943249923584e+00,1.116466419858273363e-06,8.080022604391154167e-04,4.030017077118893372e-08,4.828446849529579460e-05,1.536613311560583957e-09,1.932790491900731939e-14,5.489540202690812178e-07,1.105209337939936697e-06,6.782899597676935195e-06,3.435274013984757568e-04,9.889836314841765213e-14,2.550135270875468384e-11,1.356819335135598346e-02,1.560143031631325453e-14,7.111979392535642373e-24
3.195000000000000062e-01,3.183814041077591916e+00,4.670508352458064335e-04,6.949996170782333851e-06,7.391013559049768161e-08,5.293486691387783028e-07,3.169274639394286996e+00,1.107138326217967480e-06,7.689002587758100122e-04,4.003311698611200754e-08,4.801756041249803501e-05,1.518711740684037749e-09,1.936899556164693152e-14,5.461361992700839410e-07,1.100527705516790585e-06,6.745974177820426908e-06,3.269021765853917169e-04,9.578350174755785602e-14,2.608490147251985574e-11,1.291143624285630634e-02,1.551638240166982710e-14,7.073261377488472427e-24
3.200000000000000067e-01,3.025478268813457383e+00,4.438247132145025915e-04,6.867088156722281609e-06,7.555917049354672555e-08,3.527530000333197439e-07,3.011659675911157130e+00,1.090113580487094001e-06,7.306686124450595832e-04,3.948728886836024488e-08,4.741427849735887899e-05,1.500526037538807350e-09,1.945252069037860026e-14,5.394910108368785904e-07,1.088118248671282851e-06,6.661763729474032180e-06,3.106471335415245680e-04,9.246210113976874542e-14,2.666688556931659665e-11,1.226932226309588973e-02,1.532259519324228716e-14,6.984964393439898746e-24
3.205000000000000071e-01,2.870937623486974566e+00,4.211512260742133118e-04,6.782936860279089077e-06,7.720401009082262226e-08,3.123491682688996226e-07,2.857822844683651553e+00,1.065728278724384802e-06,6.933519546581537810e-04,3.867335092993866999e-08,4.648648403264222975e-05,1.482071757468991535e-09,1.962367930579698808e-14,5.291493897010247469e-07,1.068226462901798347e-06,6.531947775991723397e-06,2.947812445533002810e-04,8.894706910337809461e-14,2.724739041241123330e-11,1.164260016926494008e-02,1.502393139515523373e-14,6.848849464956991328e-24
3.210000000000000075e-01,2.720359062489940083e+00,3.990563354862609055e-04,6.697563869172840626e-06,7.884350875480736778e-08,4.385679341719436241e-07,2.707930290530500717e+00,1.034458472043469866e-06,6.569906648192416331e-04,3.760710086122676369e-08,4.525229077673829930e-05,1.463354107531675914e-09,1.990315374523038693e-14,5.153136017269730809e-07,1.041242550852796858e-06,6.359083577490937605e-06,2.793216709785684604e-04,8.525603127051934580e-14,2.782601189103254223e-11,1.103194682546281349e-02,1.462627219582979936e-14,6.667597934307830407e-24
3.215000000000000080e-01,2.573891729193158007e+00,3.775652881489694824e-04,6.610971098366469523e-06,8.047546384530841100e-08,7.044364081791041836e-07,2.562130473689912868e+00,9.969056144816373029e-07,6.216208569326752385e-04,3.630900772686983249e-08,4.373551148122166893e-05,1.444373607170676898e-09,2.027547932940875308e-14,4.982510430283592220e-07,1.007689450787515922e-06,6.146527309326619506e-06,2.642837585341061089e-04,8.141088353685198333e-14,2.840197270457061388e-11,1.043796704986016226e-02,1.413733599382440261e-14,6.444728813970262710e-24
3.220000000000000084e-01,2.431666992367652380e+00,3.567010489183135855e-04,6.523172756139335574e-06,8.209736608866300310e-08,1.034420010870106288e-06,2.420554202656954423e+00,9.537784244348647650e-07,5.872743843832829496e-04,3.480360374899630938e-08,4.196493784534011790e-05,1.425133078946043779e-09,2.068892004174978512e-14,4.782861332251179894e-07,9.682069646730171856e-07,5.898331990843646644e-06,2.496810396049728084e-04,7.743721140947222491e-14,2.897438718724161197e-11,9.861193748477319054e-03,1.356644366444304186e-14,6.184491762000758980e-24
3.225000000000000089e-01,2.293798573327183732e+00,3.364824888989256108e-04,6.434217226384490035e-06,8.370719004939890597e-08,1.330633655992674990e-06,2.283314737482247558e+00,9.058718818467891526e-07,5.539788612419255416e-04,3.311875198636968543e-08,3.997348264067360712e-05,1.405642562180950345e-09,2.106843333492657367e-14,4.557906274608699170e-07,9.235326212288850216e-07,5.619126259278343265e-06,2.355252426296390285e-04,7.336359920658119332e-14,2.954254029710003889e-11,9.302088336017909700e-03,1.292423978337337788e-14,5.891739973924508452e-24
3.230000000000000093e-01,2.160382754879019984e+00,3.169231676503384237e-04,6.344189057792194950e-06,8.530385323956160712e-08,1.507129606634677099e-06,2.150507966030740015e+00,8.540441840039281947e-07,5.217577008491250173e-04,3.128482147590434082e-08,3.779721778673258813e-05,1.385919955314640907e-09,2.133850362511937129e-14,4.311727292894821541e-07,8.744800299575047101e-07,5.313978777560590815e-06,2.218263088681595645e-04,6.922085630971236190e-14,3.010604967151600084e-11,8.761041453937102111e-03,1.222238081820476505e-14,5.571788012254598757e-24
3.235000000000000098e-01,2.031498663126735771e+00,2.980313020043194269e-04,6.253191090243813546e-06,8.688714577267161940e-08,1.520018601075874123e-06,2.022212655838835360e+00,7.991925442091255147e-07,4.906301724770013601e-04,2.933380769729156226e-08,3.547434558769303097e-05,1.365987319335423253e-09,2.144854483203276948e-14,4.048654257650630005e-07,8.219155665259558442e-07,4.988253528680542840e-06,2.085924168795072714e-04,6.504119063037164972e-14,3.066484083388121781e-11,8.238373996492562301e-03,1.147320236477752615e-14,5.230260081076551635e-24
3.240000000000000102e-01,1.907208611836052503e+00,2.798110090395542426e-04,6.161316165069210079e-06,8.845718866732805475e-08,1.382676951106505759e-06,1.898490781882951950e+00,7.422287376663048302e-07,4.606114763118086103e-04,2.729843829893305918e-08,3.304414201644457463e-05,1.345864835317468480e-09,2.139189356422188648e-14,3.773144856598098655e-07,7.667342744928429737e-07,4.647461465508017592e-06,1.958300147963581495e-04,6.085736093185226981e-14,3.121895605449115758e-11,7.734338446053394198e-03,1.068937800228113934e-14,4.872934479777263003e-24
3.245000000000000107e-01,1.787558499971064307e+00,2.622643631849506008e-04,6.068622696833355027e-06,9.001370259172324639e-08,1.160680551423951877e-06,1.779387926640681128e+00,6.840552777584862593e-07,4.317128360440051875e-04,2.521130180674481763e-08,3.054591081535761054e-05,1.325565492091815665e-09,2.121100229224460560e-14,3.489665612997006911e-07,7.098358720410400862e-07,4.297113949386045007e-06,1.835438600795907327e-04,5.670183959123353161e-14,3.176829631291765244e-11,7.249120502924383952e-03,9.883582259431906502e-15,4.505589932661060757e-24
3.249999999999999556e-01,1.672578255925124768e+00,2.453934482363492420e-04,5.975126593778751066e-06,9.155546074715754807e-08,9.484054442333493686e-07,1.664933744824794726e+00,6.255430458592092142e-07,4.039416073732107542e-04,2.310403154108426248e-08,2.801798533024773514e-05,1.305093229922182368e-09,2.098594511942368213e-14,3.202578145996774048e-07,6.521017160556743643e-07,3.942583132742905033e-06,1.717370660191676031e-04,5.260601584605875506e-14,3.231242824556010208e-11,6.782840978643410283e-03,9.068169545194138741e-15,4.133859199613331008e-24
3.255000000000000115e-01,1.562282325981135367e+00,2.292015651561555472e-04,5.880814503574946773e-06,9.308021905286905431e-08,8.357760011776241683e-07,1.555142482682086325e+00,5.675111031966974700e-07,3.773014001159747744e-04,2.100656985016215400e-08,2.549681155192052879e-05,1.284445664898503769e-09,2.080925508521095337e-14,2.916034499542795026e-07,5.943735026353864055e-07,3.588973942246973620e-06,1.604111539862332759e-04,4.859946668565676126e-14,3.285055953929898723e-11,6.335557911573040483e-03,8.254879751515778666e-15,3.763094850069802650e-24
3.259999999999999565e-01,1.456670208268087352e+00,2.136930857882183687e-04,5.785673512123681197e-06,9.458519891307793241e-08,8.770600941350839842e-07,1.450013541749443968e+00,5.107092900849727212e-07,3.517922115828150389e-04,1.894653071797164211e-08,2.301614103501860555e-05,1.263620391760929081e-09,2.075526905972686272e-14,2.633884830104806373e-07,5.374343778690916021e-07,3.241011632518062952e-06,1.495661104341423106e-04,4.470931853017331668e-14,3.338170933685960101e-11,5.907268863608871289e-03,7.454579657806876553e-15,3.398251362767008948e-24
3.265000000000000124e-01,1.355727035557748428e+00,1.988719875688661353e-04,5.689724596255082059e-06,9.606793820527795546e-08,1.072707245962499036e-06,1.349532079399399898e+00,4.558040733062034657e-07,3.274105694569107009e-04,1.694867298628397572e-08,2.060635648703915325e-05,1.242622154918487741e-09,2.085457548533140340e-14,2.359600080978686013e-07,4.819930018824910406e-07,2.902948047573576083e-06,1.392004478890677076e-04,4.095971795005229681e-14,3.390500858608988842e-11,5.497913366766801063e-03,6.677047352575906546e-15,3.043786840555345950e-24
3.269999999999999574e-01,1.259424209813459372e+00,1.847396437828642112e-04,5.593044782571218363e-06,9.752713976067981602e-08,1.370392560711254360e-06,1.253669642362700287e+00,4.033679446619801749e-07,3.041496833133336820e-04,1.503449219697359981e-08,1.829394620729432605e-05,1.221467644180823679e-09,2.108279536706672188e-14,2.096211519436909606e-07,4.286709603060419255e-07,2.578488795618747482e-06,1.293112695587290799e-04,3.737142420256147413e-14,3.441999949236662106e-11,5.107375504117400537e-03,5.930804746046667735e-15,2.703586652841479999e-24
3.275000000000000133e-01,1.167720088446822846e+00,1.712927593250962617e-04,5.495767180542791337e-06,9.896311858341849517e-08,1.684479722048855223e-06,1.162384833081344215e+00,3.538725111122873277e-07,2.819996047770862747e-04,1.322193599784835466e-08,1.610113656637642967e-05,1.200185558650582464e-09,2.136812043732531871e-14,1.846268214133291706e-07,3.779937586068672755e-07,2.270742563081940746e-06,1.198943375556633267e-04,3.396153059876734188e-14,3.492679334412433050e-11,4.735486624469956336e-03,5.223000994956083016e-15,2.380910291032462023e-24
3.279999999999999583e-01,1.080560717650217661e+00,1.585223052598671591e-04,5.398057113137432579e-06,1.003775975693242168e-07,1.926597274768548533e-06,1.075624010704021805e+00,3.076852577373217173e-07,2.609473967638087453e-04,1.152524530555105961e-08,1.404568471465166001e-05,1.178811525025067560e-09,2.161543991241118103e-14,1.611812727158266701e-07,3.303854744751566072e-07,1.982192816655129627e-06,1.109441449233434542e-04,3.074331596252983858e-14,3.542599839726733553e-11,4.382028198187419218e-03,4.559347413653155584e-15,2.078361697841307685e-24
3.285000000000000142e-01,9.978806034624041477e-01,1.464139297633283081e-04,5.300072674248187493e-06,1.017728690124255585e-07,2.036269905680538333e-06,9.933220279536034703e-01,2.650698166153876455e-07,2.409773120780833939e-04,9.954920138593975757e-09,1.214082703873463158e-05,1.157379639894355840e-09,2.173889205259529533e-14,1.394374529801298332e-07,2.861669896336013015e-07,1.714691215407701386e-06,1.024539915839148480e-04,2.772622198877894346e-14,3.591842392263076508e-11,4.046734819141326565e-03,3.944102314221668723e-15,1.797882359684546090e-24
3.289999999999999591e-01,9.196035080082226587e-01,1.349497560284076687e-04,5.201924950540269158e-06,1.031506155465290317e-07,2.000839872480736276e-06,9.154030021666765826e-01,2.261894442213945441e-07,2.220709809088756569e-04,8.517804786873702028e-09,1.039537285671375002e-05,1.135913909148364108e-09,2.169150663196243541e-14,1.194979960737233798e-07,2.455575822455091117e-07,1.469471221308578521e-06,9.441606401574903983e-05,2.491594741329289966e-14,3.640466405565759956e-11,3.729297345880748862e-03,3.380102300476476148e-15,1.540765577229120482e-24
3.295000000000000151e-01,8.456432577642651882e-01,1.241109420951080097e-04,5.103653924244524949e-06,1.045108520191626061e-07,1.858036453790788932e-06,8.417811146524225574e-01,1.911133023858133786e-07,2.042076057334988736e-04,7.217281936727325334e-09,8.813927712597845334e-06,1.114423041622679237e-09,2.148148497052021870e-14,1.014176960275910504e-07,2.086795405833688082e-07,1.247179690697618362e-06,8.682151803371033040e-05,2.231464579245194042e-14,3.688472432624399447e-11,3.429366158171757908e-03,2.868834916896341566e-15,1.307689589108850146e-24
3.299999999999999600e-01,7.759045529902435234e-01,1.138800824587840100e-04,5.005230318274865608e-06,1.058514337241799719e-07,1.680909806261715465e-06,7.723614287697780911e-01,1.598250569307762705e-07,1.873641612160007039e-04,6.053560222662091458e-09,7.397226590959811344e-06,1.092900824177338559e-09,2.116933623095265136e-14,8.520723560854447687e-08,1.755653624153113585e-07,1.047923677360138266e-06,7.966056365304975077e-05,1.992121052643663328e-14,3.735784807450179180e-11,3.146554489793625987e-03,2.410546283700651003e-15,1.098766645160670871e-24
3.305000000000000160e-01,7.102837718678898238e-01,1.042425903528826364e-04,4.906583632151473717e-06,1.071683752808130421e-07,1.551088328098584336e-06,7.070407152440538745e-01,1.322332558525942369e-07,1.715155962191553321e-04,5.024035384402621711e-09,6.142554545732301519e-06,1.071332148444646218e-09,2.084688256214851669e-14,7.083791566697864888e-08,1.461670356918056454e-07,8.713292958360703205e-07,7.292255082051051808e-05,1.773162864157096680e-14,3.782262897042790919e-11,2.880441790828210287e-03,2.004376470165196433e-15,9.136047249641251418e-25
3.309999999999999609e-01,6.486697679063017086e-01,9.518658777877146205e-05,4.807646355630754148e-06,1.084569134158616831e-07,1.530212901548989030e-06,6.457082739879747013e-01,1.081829257022839659e-07,1.566350352236484003e-04,4.123702620149918447e-09,5.044230671024971276e-06,1.049702540556891848e-09,2.060559151939777268e-14,5.824711322272958823e-08,1.203668559196738958e-07,7.166092872046716054e-07,6.659605487101648703e-05,1.573938380001073944e-14,3.827738608351132024e-11,2.630577075709103745e-03,1.648514883247817999e-15,7.513783810539260489e-25
3.315000000000000169e-01,5.909446630869805706e-01,8.670139563209577818e-05,4.708397935637059748e-06,1.097129481997847324e-07,1.639639266327489481e-06,5.882467447966495122e-01,8.746782938790910231e-08,1.426939772002341401e-04,3.345597283296089735e-09,4.094131013768554560e-06,1.028007652351534817e-09,2.050544057921689113e-14,4.734419239114618835e-08,9.798922380358572211e-08,5.826358947355811092e-07,6.066896088825538647e-05,1.393588897656116630e-14,3.872067252618431855e-11,2.396482225944689733e-03,1.340367868288016938e-15,6.109051496270393907e-25
3.319999999999999618e-01,5.369846407175684622e-01,7.877524048219703952e-05,4.608892044837686338e-06,1.109343312925144793e-07,1.855139403906797612e-06,5.345329035980268539e-01,6.984285834463618616e-08,1.296624910305550901e-04,2.681242667663018563e-09,3.282226850294625467e-06,1.006259157744565686e-09,2.055521073943564935e-14,3.801660112080071294e-08,7.881288152308453235e-08,4.680157805193558920e-07,5.512854659349814929e-05,1.231093011947465318e-14,3.915173011020275797e-11,2.177655233995946446e-03,1.076731003128176114e-15,4.907241012860156561e-25
3.325000000000000178e-01,4.866607405886860249e-01,7.139307873125976477e-05,4.509257030465466997e-06,1.121215063688881270e-07,2.117726214497586622e-06,4.844384448623063610e-01,5.503608310644430174e-08,1.175094075318550396e-04,2.121086694319156762e-09,2.597116578890080729e-06,9.844848596589906921e-10,2.071088919914770691e-14,3.013590674715970518e-08,6.258308431087894446e-08,3.711639760422888807e-07,4.996156379416461841e-05,1.085310373736509148e-14,3.957071537646445440e-11,1.973573390767189607e-03,8.539591694214016148e-16,3.891733789136007680e-25
3.329999999999999627e-01,4.398396553677879628e-01,6.453537939686828317e-05,4.409669574932709757e-06,1.132772367718285165e-07,2.355977931928251194e-06,4.378307528976324026e-01,4.276005415931471905e-08,1.062025086676856065e-04,1.654913043898232693e-09,2.026532132898451321e-06,9.627230056359085450e-10,2.089231672783326814e-14,2.356355263063421189e-08,4.902326171471936866e-08,2.903742335434817779e-07,4.515431864652425485e-05,9.550233549753381502e-15,3.997860348842965499e-11,1.783696427820250776e-03,6.681283450349073654e-16,3.044639617841039972e-25
3.335000000000000187e-01,3.963845226018055667e-01,5.817833304531152801e-05,4.310311586524275639e-06,1.144054928494904503e-07,2.511413735869715388e-06,3.945736643833602786e-01,3.272202446015722749e-08,9.570871444973660784e-05,1.272215917191285895e-09,1.557804080653213720e-06,9.410129717390583531e-10,2.101175928462639370e-14,1.815615443843561900e-08,3.784579527590208749e-08,2.238836010530649764e-07,4.069275095285255074e-05,8.389753925005015959e-15,4.037679555926568991e-11,1.607469623890593960e-03,5.151841106431333198e-16,2.347473732018796390e-25
3.339999999999999636e-01,3.561557029341737568e-01,5.229541454985652573e-05,4.211326322510699249e-06,1.155098875045475567e-07,2.557846955004935730e-06,3.545282218917445438e-01,2.463285092697963725e-08,8.599426742091356918e-05,9.625306817861254243e-10,1.178273222696871651e-06,9.193857731187195209e-10,2.100405599949979345e-14,1.377019556233355627e-08,2.876162120735150292e-08,1.699295507984371276e-07,3.656251245045618762e-05,7.359050641186579548e-15,4.076656653285239289e-11,1.444326874690031893e-03,3.910730294114384804e-16,1.781755803283745493e-25
3.345000000000000195e-01,3.190115335547610287e-01,4.685972862519600555e-05,4.112789547377661625e-06,1.165922217175781726e-07,2.508280029855591855e-06,3.175534144346298659e-01,1.821441947398602990e-08,7.702491372511065617e-05,7.157150764958343016e-10,8.756402975049678930e-07,8.978578211964595227e-10,2.084779389349663107e-14,1.026602426540005097e-08,2.148845284234442342e-08,1.267985170314672385e-07,3.274904367243927574e-05,6.445752397025102018e-15,4.114855187754001949e-11,1.293693709849258640e-03,2.918542694139110767e-16,1.329518867558883940e-25
3.349999999999999645e-01,2.848090470799226614e-01,4.184629543180250818e-05,4.014705421703387112e-06,1.176516654935656114e-07,2.407689399605099187e-06,2.835068977544123459e-01,1.320552216561056408e-08,6.876607898030810489e-05,5.221776105813543768e-10,6.382491525956901960e-07,8.764300292514488719e-10,2.057053993327746146e-14,7.511097980117362393e-09,1.575750327199528094e-08,9.286521624996534612e-08,2.923764862339229241e-05,5.637969345520700760e-15,4.152245853582860758e-11,1.154990227339168594e-03,2.137900273340942824e-16,9.737216037700034881e-26
3.355000000000000204e-01,2.534046495931936982e-01,3.723348357103460214e-05,3.917027343607766171e-06,1.186848676841926111e-07,2.315145590187348513e-06,2.522456854772588963e-01,9.366191857210573173e-09,6.118303679782439064e-05,3.730516556842109216e-10,4.553022418626458129e-07,8.550923188527091618e-10,2.023709248653139950e-14,5.382460473387092712e-09,1.131866935402437922e-08,6.662260483399212717e-08,2.601356635308567535e-05,4.924477610448304464e-15,4.188710369569058492e-11,1.027633909186613168e-03,1.534144205876584850e-16,6.985624452367264127e-26
3.359999999999999654e-01,2.246547562372748497e-01,3.300313983880092121e-05,3.819694855066031839e-06,1.196869489387183626e-07,2.282276380976708209e-06,2.236268030044447352e-01,6.480566176677201862e-09,5.424106798716595051e-05,2.603157565133915520e-10,3.170104193164048055e-07,8.338316065660201131e-10,1.992575243327948052e-14,3.768473417180024090e-09,7.944210557681076726e-09,4.670275560350160068e-08,2.306203859382188807e-05,4.294851175627095263e-15,4.224076523698743603e-11,9.110422853878025109e-04,1.075814957235554909e-16,4.896984751896818913e-26
3.365000000000000213e-01,1.984163869400516755e-01,2.913946067827077202e-05,3.722672401613146077e-06,1.206530138469187924e-07,2.335918831131537616e-06,1.975078988662107016e-01,4.358406707995183518e-09,4.790560918740467976e-05,1.768629350125308993e-10,2.146816004005405936e-07,8.126401955019682869e-10,1.970156260652021319e-14,2.569853789331189631e-09,5.431017186610154935e-09,3.188929048389541899e-08,2.036837292448230916e-05,3.739544618309560986e-15,4.258171540950593194e-11,8.046354245272030470e-04,7.349381878012986660e-17,3.343757871461995756e-26
3.369999999999999662e-01,1.745477272169643213e-01,2.562710836654422364e-05,3.625975998328578542e-06,1.215796393315353873e-07,2.470783277178730227e-06,1.737478121669327746e-01,2.835439547806317578e-09,4.214239062114640846e-05,1.165240358543200836e-10,1.407548827015179685e-07,7.915215512136600229e-10,1.959598990969798378e-14,1.700091568328710351e-09,3.601610615686332314e-09,2.112228186058492422e-08,1.791800132968791301e-05,3.249931816294768453e-15,4.290874612379716578e-11,7.078382455158028054e-04,4.871374643267776862e-17,2.214808784089448705e-26
3.375000000000000222e-01,1.529086588591887785e-01,2.244932627562832910e-05,3.529679274854540464e-06,1.224658197434373352e-07,2.653977615160926231e-06,1.522070983181339210e-01,1.772709720659732545e-09,3.691756353810397081e-05,7.405209860279329389e-11,8.878812761732743041e-08,7.704916136843114899e-10,1.959961871200333811e-14,1.085338051357039318e-09,2.304052457693164000e-09,1.349672649878655800e-08,1.569653439225166853e-05,2.818306941349238500e-15,4.322150249365709363e-11,6.200826593970779456e-04,3.115991653377142400e-17,1.415246507297294983e-26
3.379999999999999671e-01,1.333612629520466719e-01,1.958676754792358052e-05,3.433898569491184726e-06,1.233130604418340307e-07,2.838874229825899102e-06,1.327485172784656220e-01,1.055154789973090013e-09,3.219781840900118970e-05,4.507597673945579958e-11,5.340781130323616078e-08,7.495755721566037086e-10,1.966934576749058533e-14,6.638640223097622120e-10,1.410960097144852822e-09,8.255804523795106140e-09,1.368981156665616044e-05,2.437854738997060682e-15,4.352051585333914159e-11,5.408095584087686120e-04,1.909174631700270143e-17,8.657173112465713022e-27
3.385000000000000231e-01,1.157702941214307779e-01,1.701744885209479789e-05,3.338764428007449909e-06,1.241246265044195563e-07,2.982649561380503862e-06,1.152374884203457295e-01,5.896036210864702055e-10,2.795049490725454329e-05,2.603173894941046913e-11,3.023019830327108446e-08,7.288016947644293101e-10,1.974630903187365959e-14,3.851895570669584218e-10,8.178336250508592777e-10,4.780167836840688227e-09,1.188394797124098119e-05,2.102597303795858635e-15,4.380693859633658381e-11,4.694706690833919788e-04,1.108479977648291057e-17,5.012816017647377445e-27
3.389999999999999680e-01,1.000036216051370802e-01,1.471780151413777004e-05,3.244391167510228561e-06,1.249042516206852580e-07,3.060946596654823208e-06,9.954251416556059162e-02,3.023964104922834031e-10,2.414368423508397258e-05,1.407980744535353758e-11,1.576264284285540256e-08,7.081947382234688856e-10,1.977728613684292014e-14,2.089843931497202931e-10,4.408953447905883116e-10,2.574467012197454329e-09,1.026537793242264233e-05,1.807324343636522120e-15,4.408208849892145177e-11,4.055302781148292638e-04,5.999804466634975824e-18,2.700012482229245320e-27
3.395000000000000240e-01,8.593263095824636710e-02,1.266438749496128666e-05,3.150855725819813533e-06,1.256547853600128355e-07,3.074663370239600925e-06,8.553557161038162493e-02,1.368039232912039763e-10,2.074632363916747174e-05,7.014566952484420738e-12,7.293168168570275252e-09,6.877713681656600897e-10,1.973172357624768886e-14,1.038305703327395127e-10,2.146296209183015105e-10,1.252235259479244711e-09,8.820895211998525001e-06,1.547513369308655871e-15,4.434697129656320062e-11,3.484668278154520044e-04,2.947889955184841823e-18,1.313546421200948868e-27
3.399999999999999689e-01,7.343258058491958229e-02,1.083562700700231864e-05,3.058192399863643962e-06,1.263772479184134626e-07,3.047115617479727082e-06,7.309246873697063107e-02,5.039969303174524574e-11,1.772828232040634159e-05,3.171702883761985712e-12,2.775512285039646155e-09,6.675390206743419653e-10,1.960889314634758036e-14,4.592855912611402269e-11,8.919011681092947988e-11,5.201159879119680209e-10,7.537689576653411529e-06,1.319245445780892544e-15,4.460194707357745627e-11,2.977743672994013417e-04,1.254316546115991132e-18,5.458292760585082559e-28
3.405000000000000249e-01,6.238290967434124978e-02,9.212920427968535595e-06,2.966403419430547590e-06,1.270705841064418525e-07,3.013450072945628612e-06,6.209316054282847108e-02,1.251105980847914906e-11,1.506043763052264915e-05,1.337171431453389763e-12,7.156613404519306043e-10,6.474981931842570896e-10,1.943381193538784325e-14,1.781538427618752279e-11,2.781572722779173323e-11,1.622608538238250624e-10,6.403379236707319975e-06,1.119121199785245744e-15,4.484664343724331592e-11,2.529638403741763723e-04,4.225957946729235995e-19,1.705410546370877812e-28
3.409999999999999698e-01,5.266749761705816213e-02,7.780811287785358016e-06,2.875479355388657263e-06,1.277321386790477779e-07,3.006839463668454958e-06,5.242202100504126522e-02,1.845541864661385070e-12,1.271474058465014463e-05,6.606998739681057471e-13,6.461890509905832935e-11,6.276468643188500516e-10,1.924480038853731046e-14,7.149294034521342033e-12,4.368019282285896285e-12,2.555138661145176698e-11,5.406038739695135818e-06,9.441807830379230168e-16,4.508012327614129785e-11,2.135641935059969963e-04,1.005047428762722982e-19,2.713490421432881199e-29
3.415000000000000258e-01,4.417487833813563136e-02,6.526216512432729707e-06,2.785420358384167973e-06,1.283586187677564161e-07,3.046770531817450459e-06,4.396806899166058602e-02,4.360083490072677240e-12,1.066427024612625997e-05,5.760927784273679466e-13,1.208705956061540039e-10,6.079850918403103233e-10,1.907828043622991972e-14,5.601212251816147541e-12,1.073824218206812317e-12,6.121576515612280645e-12,4.534222128969576959e-06,7.918305105380773862e-16,4.530122443254218722e-11,1.791232961689796126e-04,4.909176644314883941e-20,6.705777389384170181e-30
3.419999999999999707e-01,3.679841507365640141e-02,5.437094665693877133e-06,2.696250042356677276e-06,1.289471596129472570e-07,3.133500550802123079e-06,3.662514920165178822e-02,1.141378539486611660e-11,8.883277254656854574e-06,7.302338814353228171e-13,4.447756145191088281e-10,5.885180158298830101e-10,1.895673510483580862e-14,7.879342150561477373e-12,6.528556394135823554e-12,3.749151901014848103e-11,3.776981481950747535e-06,6.597779760234271316e-16,4.550893583365979439e-11,1.492086779839146002e-04,1.153872366574060475e-19,3.954834072557639987e-29
3.425000000000000266e-01,3.043644133083928810e-02,4.501104533997582271e-06,2.608017752035603205e-06,1.294961135191494282e-07,3.250121862106402075e-06,3.029207186859714240e-02,1.822099853363684800e-11,7.347217408069266308e-06,9.222987785137108899e-13,7.860101660026944510e-10,5.692563453438076024e-10,1.888377459617846702e-14,1.090057161028589356e-11,1.399029822609936187e-11,8.047146266125638728e-11,3.123881214712293406e-06,5.459766209041198597e-16,4.570267594114788445e-11,1.234080978634553578e-04,2.091855300754539744e-19,8.457120844042701437e-29
3.429999999999999716e-01,2.499237222810803127e-02,3.704766620071576952e-06,2.520790099407579811e-06,1.300053240309242622e-07,3.370728499912629630e-06,2.487271639414990326e-02,2.260193752943814499e-11,6.032776551031216799e-06,1.054143460268478116e-12,1.024245035260099048e-09,5.502145221082086322e-10,1.884698339260464379e-14,1.311133609318999278e-11,1.997270762551620096e-11,1.148671134214454918e-10,2.565008685776792804e-06,4.485800163780302327e-16,4.588238952026124673e-11,1.013299662094201760e-04,2.839694081900907301e-19,1.205998494669162727e-28
3.435000000000000275e-01,2.037478786393095639e-02,3.033408543421722681e-06,2.434636825780147433e-06,1.304758616233947112e-07,3.471047214292553587e-06,2.027610389039304073e-02,2.401264374246487485e-11,4.917887975744534403e-06,1.092051535229330710e-12,1.122485868991217597e-09,5.314076583008349990e-10,1.882608504164192079e-14,1.395173658385433931e-11,2.312700488461653916e-11,1.329141347027958918e-10,2.090981611639585547e-06,3.659055230185871320e-16,4.604845436135408771e-11,8.260364044667875810e-05,3.218110943902822660e-19,1.394926046987665329e-28
3.439999999999999725e-01,1.649748788782838191e-02,2.471853152058999545e-06,2.349617655173899791e-06,1.309093957963904633e-07,3.537309447515332794e-06,1.641644204854293687e-02,2.282524865373611546e-11,3.981743158620295349e-06,1.039108350475408182e-12,1.091948418987304625e-09,5.128486929167437867e-10,1.880220298747094228e-14,1.345019412274617923e-11,2.338993031317321764e-11,1.342935654317954841e-10,1.692952644711080226e-06,2.964065280072207519e-16,4.620145967625909443e-11,6.687960781584953939e-05,3.219090713224960480e-19,1.409143332880600448e-28
