# electron_energy,probability_density
5.722197369879267193e-01,4.873166856610768871e-01
5.727406550331048951e-01,5.038909328247469510e-01
5.732109276257177921e-01,5.215345013833287968e-01
5.737318456708960790e-01,5.380323935678040792e-01
5.742021182635089760e-01,5.546066407314746982e-01
5.747266535766221152e-01,5.722502092900559889e-01
5.752475716218002910e-01,5.898937778486377237e-01
5.757178442144131880e-01,6.063916700331136722e-01
5.762387622595914749e-01,6.240352385916955180e-01
5.767090348522043719e-01,6.416787876121554657e-01
5.772335701653175111e-01,6.582530543139473167e-01
5.777038427579304081e-01,6.758966228725291625e-01
5.782247608031086950e-01,6.935401914311104532e-01
5.787456779229177561e-01,7.100380640774645036e-01
5.792159514408997678e-01,7.276816326360462384e-01
5.797368685607089400e-01,7.441795248205221869e-01
5.802071420786908407e-01,7.607537719841922508e-01
5.807316773918040909e-01,7.772516641686675332e-01
5.812019499844169879e-01,7.938259113323381522e-01
5.817228680295951637e-01,8.104001780341301142e-01
5.822437851494042249e-01,8.258287488236936147e-01
5.827140577420171219e-01,8.412573196132577813e-01
5.832385930551303721e-01,8.566858904028218369e-01
5.837052483798083058e-01,8.710451593355961197e-01
5.842297836929214450e-01,8.864737301251601753e-01
5.847000572109034566e-01,8.996873226838285609e-01
5.852209743307126288e-01,9.140465916166021776e-01
5.857455096438257680e-01,9.272601646371492201e-01
5.862121649685037017e-01,9.404737376576955965e-01
5.867367002816168409e-01,9.526180088214515340e-01
5.872069728742297379e-01,9.647622995233299248e-01
5.877278909194080248e-01,9.757608747748586220e-01
5.881981635120209218e-01,9.867594695645093283e-01
5.887190815571990976e-01,9.977580448160380255e-01
5.892399986770082698e-01,1.007763712266214640e+00
5.897102721949902815e-01,1.016547309286847556e+00
5.902348075081034207e-01,1.025330906307480250e+00
5.907050801007163177e-01,1.033045181933201606e+00
5.912259981458944935e-01,1.040835851614360763e+00
5.917469152657036657e-01,1.047404450865975889e+00
5.922171878583165627e-01,1.054049424634907028e+00
5.927417231714297019e-01,1.059548722029732382e+00
5.932119966894117136e-01,1.063978717567767296e+00
5.937329138092208858e-01,1.068332319050365076e+00
5.942031873272028974e-01,1.071692993193488652e+00
5.947241044470119586e-01,1.074977292819296437e+00
5.952450224921902455e-01,1.077192290588313561e+00
5.957189123527379948e-01,1.078261592445103778e+00
5.972310210357073545e-01,1.078261592445103778e+00
5.977012936283202515e-01,1.077192290588313561e+00
5.982222116734985384e-01,1.074977292819296437e+00
5.987467469866116776e-01,1.071692993193488652e+00
5.992170195792245746e-01,1.068332319050365076e+00
5.997379376244027505e-01,1.063978717567767296e+00
6.002082102170156475e-01,1.059548722029732382e+00
6.007291282621939343e-01,1.054049424634907028e+00
6.011994008548068313e-01,1.047404450865975889e+00
6.017203188999850072e-01,1.040835851614360763e+00
6.022448532877290317e-01,1.033045181933201606e+00
6.027151268057111544e-01,1.025330906307480250e+00
6.032360439255202156e-01,1.016547309286847556e+00
6.037063174435022272e-01,1.007763712266214640e+00
6.042272345633112884e-01,9.977580448160380255e-01
6.046975080812933001e-01,9.867594695645093283e-01
6.052220424690373246e-01,9.757608747748586220e-01
6.057429605142156115e-01,9.647622995233299248e-01
6.062132331068285085e-01,9.526180088214515340e-01
6.067341511520066843e-01,9.404737376576955965e-01
6.072044237446195813e-01,9.272601646371492201e-01
6.077289590577328315e-01,9.140465916166021776e-01
6.081956143824107652e-01,8.996873226838285609e-01
6.087201496955239044e-01,8.864737301251601753e-01
6.092410677407021913e-01,8.710451593355961197e-01
6.097113403333150883e-01,8.566858904028218369e-01
6.102322583784932641e-01,8.412573196132577813e-01
6.107025309711061611e-01,8.258287488236936147e-01
6.112270662842193003e-01,8.104001780341301142e-01
6.117479834040284725e-01,7.938259113323381522e-01
6.122182569220104842e-01,7.772516641686675332e-01
6.127391666440722418e-01,7.607536757595766419e-01
6.127391740418195454e-01,7.607537719841922508e-01
6.132094398289213988e-01,7.441794232229230754e-01
6.137339751420345380e-01,7.276815310384476820e-01
6.142042477346474350e-01,7.100379624798658362e-01
6.147251648544564961e-01,6.935400898335118969e-01
6.152460828996347830e-01,6.758965212749300511e-01
6.157163554922476800e-01,6.582529527163482053e-01
6.162408908053608192e-01,6.416786860145569094e-01
6.167111643233428309e-01,6.240351369940964066e-01
6.172320814431520031e-01,6.063915684355145608e-01
6.177023549611340147e-01,5.898936762510391674e-01
6.182232720809430759e-01,5.722501076924574326e-01
6.187478073940562151e-01,5.546065391338755868e-01
6.192144627187342598e-01,5.380322919702055229e-01
6.197389980318473990e-01,5.214580252684135608e-01
6.202092706244602960e-01,5.038908312271483947e-01
6.207301886696384718e-01,4.873165840634777757e-01
6.212004612622513688e-01,4.708186918790024378e-01
6.217213793074296557e-01,4.542444447153323739e-01
6.222459146205427949e-01,4.388158739257682628e-01
6.227125699452207286e-01,4.222416072239763563e-01
6.232371052583339788e-01,4.068130364344122452e-01
6.237073778509467648e-01,3.913844656448481341e-01
6.242282958961250516e-01,3.759558948552840230e-01
6.246985684887379486e-01,3.615966259225097956e-01
6.252194856085470098e-01,3.473137315070521369e-01
6.257440209216602600e-01,3.329544625742779096e-01
6.262142944396422717e-01,3.186715876969415939e-01
6.267352115594513329e-01,3.043123187641673666e-01
6.272054850774333445e-01,2.910987262054990365e-01
6.277264021972424057e-01,2.778851531849526602e-01
6.281966757152245284e-01,2.657408820211961120e-01
6.287212101029684419e-01,2.535966108574396194e-01
6.292421281481467288e-01,2.414523396936830990e-01
6.297124007407596258e-01,2.293080685299265786e-01
6.302333187859379127e-01,2.183094737402765384e-01
6.307035913785508097e-01,2.073108789506259153e-01
6.312245094237289855e-01,1.962359096436592787e-01
6.317490447368421247e-01,1.863066362489204653e-01
6.322193173294550217e-01,1.763773628541816796e-01
6.327402353746333086e-01,1.664480699213209403e-01
6.332105079672462056e-01,1.565951710438981404e-01
6.337314260124243814e-01,1.477351995059492384e-01
6.342016986050372784e-01,1.400209238802281320e-01
6.347262339181505286e-01,1.311609523422792301e-01
6.352471510379595898e-01,1.234466571784361977e-01
6.357174245559416015e-01,1.157323815527151051e-01
6.362383416757506627e-01,1.091637627629785390e-01
6.367086151937326743e-01,1.014494871372568913e-01
6.372295323135418466e-01,9.480451336832568243e-02
6.376998058315238582e-01,8.930521597350037089e-02
6.382243402192678827e-01,8.266022266644780514e-02
6.387452582644460586e-01,7.716094480974441949e-02
6.392155308570589556e-01,7.166164741491910795e-02
6.397364489022372425e-01,6.616235002009379640e-02
6.402067214948501395e-01,6.173237402017974634e-02
6.407276395400283153e-01,5.730237848214488061e-02
6.412015294005761756e-01,5.287238294410945977e-02
6.417224474457544625e-01,4.851878146151197141e-02
6.422433654909326384e-01,4.523448183570437375e-02
6.427136380835455354e-01,4.187380769258076257e-02
6.432381733966586745e-01,3.752020620998327421e-02
6.437048287213366082e-01,3.530520844096556726e-02
6.442293640344498584e-01,3.194453429784196302e-02
6.446996366270627554e-01,2.866021513391243947e-02
6.457414717920499925e-01,2.423023913399894105e-02
6.462117453100321152e-01,2.201524136498123063e-02
6.467362806231452543e-01,1.980024359596352368e-02
6.472065532157581513e-01,1.766163988238374227e-02
6.477274703355672125e-01,1.651594397015592255e-02
6.481977438535493352e-01,1.430096573926013630e-02
6.492431962864715356e-01,1.216234248755843593e-02
6.497098516111494693e-01,9.947344718540725508e-03
6.502343869242626084e-01,8.801668344434828220e-03
6.507046604422446201e-01,7.732366487644937517e-03
6.512255775620537923e-01,7.732366487644937517e-03
6.517501128751669315e-01,6.586670575417117798e-03
6.522167681998449762e-01,5.517368718627228830e-03
6.527413035129581154e-01,4.448066861837338994e-03
6.532115761055710124e-01,4.448066861837338994e-03
6.537324941507491882e-01,3.302370949609518842e-03
6.542027667433620852e-01,3.302370949609518842e-03
6.547236847885403721e-01,2.233069092819629439e-03
6.557148754263314450e-01,2.233069092819629439e-03
6.562394107394445841e-01,1.087373180591809504e-03
6.587463264027708654e-01,1.087373180591809504e-03
6.592165999207528770e-01,1.807132380191998994e-05
